NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
7R04-70223,7R04-060,Senior Information Center York,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,York County Public Transportation,2325 Nebraska Ave,,York,NE,68467,,7,http://www.yorkcounty.ne.gov/MyGovernment/Aging_Services/PublicTransportation.html,0,74227356,,,,,,,,,4,,4,,
7R04-70230,7R04-061,Wakefield Senior Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Wakefield Senior Center,,130,Wakefield,NE,68784,,7,,0,168890044,,,,,,,,,1,,1,,
7R04-70232,7R04-047,City Of McCook Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of McCook Public Transit,,1059,McCook,NE,69001,,7,http://www.cityofmccook.com/index.aspx?NID=117,0,53460457,,,,,,,,,2,,2,,
7R04-70233,7R04-057,Wayne Public Transit ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of Wayne Public Transit,410 Pearl,,Wayne,NE,68787,,7,http://www.cityofwayne.org/index.aspx?nid=137,0,31172505,,,,,,,,,3,,3,,
7R04-70234,7R04-040,Central City ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Central City Public Transportation,,418,Central City,NE,68826,,7,,0,82724923,,,,,,,,,3,,3,,
7R04-70244,7R04-020,City of Benkelman,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Benkelman Public Transportation,,409,Benkelman,NE,69021,,7,,0,156270894,,,,,,,,,1,,1,,
7R04-70246,7R04-053,Seward County Handibus,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Seward county Handibus,320 S 14th St,,Seward,NE,68434,,7,http://www2.connectseward.org/cgov/handibus.htm,0,37289738,,,,,,,,,4,,4,,
7R04-70247,7R04-014,City  of Crawford,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Crawford Public Transportation,135 Elm,,Crawford,NE,69339,,7,http://crawfordnebraska.net/?s=transportation,0,45916194,,,,,,,,,2,,2,,
7R04-70253,7R04-051,Saunders County Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Saunders County Public Transportation,426 N Broadway,,Wahoo,NE,68066,,7,http://www.saunderscounty.ne.gov/webpages/transportation/transportation.html,0,168889426,,,,,,,,,2,,2,,
7R04-70265,7R04-015,City of  Chadron,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Chadron Public Transportation,,390,Chadron,NE,69337,,7,http://www.chadron-nebraska.com/transportation/public-transportation.html,0,67087887,,,,,,,,,2,,2,,
7R04-77078,,Garden County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,611 Main Street,,,Oshkosh,NE,69154,,7,,,627055742,,,,,,,,,4,,4,,
7R04-77080,,"Senior Services, Inc.",,Panhandle Trails Intercity Public Transit,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,816 Flack Ave.,,,Alliance,NE,69301,,7,http://panhandletrails.com/,,184208817,,,,,,,,,,,,,
7R04-77081,,K&S Express,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,7R04,Nebraska Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,,,184,Atkinson,NE,68713,,7,,,81021770,,,,,,,,,,,,,
80001,8001,Utah Transit Authority,UTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,669 West 200 South,,,Salt Lake City,UT,84101,,8,http://www.rideuta.com/,1167,69816163,737,"1,883,504",42,"Salt Lake City-West Valley City, UT",,"1,021,243","3,675",278,"1,037",49,"1,086",,
80002,8002,Su Tran LLC dba: Sioux Area Metro,SAM,,Active,Full Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity,,,,12/31/2017,4/30/2018,500 East Sixth Street,,,Sioux Falls,SD,57103,7016,8,http://www.siouxareametro.org/,1163,78034683,51,"137,300",212,"Sioux Falls, SD",,"156,777","2,443",64,42,,42,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",MATBUS,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,650 23rd St N,,,Fargo,ND,58102,,8,http://www.matbus.com/,1156,70265871,45,"155,620",194,"Fargo, ND-MN",,"176,676","2,514",70,,37,37,,
80004,8004,Billings Metropolitan Transit,Billings MET Transit ,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,1705 Monad Road,,1178,Billings,MT,59103,1178,8,http://www.mettransit.com/,1150,801334830,34,"109,869",273,"Billings, MT",,"114,773","2,167",53,31,,31,,
80005,8005,Mountain Metropolitan Transit,MMT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,1015 Transit Drive,,,Colorado Springs,CO,80903,,8,http://www.springsgov.com/,1137,25951335,257,"527,294",73,"Colorado Springs, CO",,"559,409","2,978",188,24,141,165,,
80006,8006,Denver Regional Transportation District,RTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,1600 Blake Street,,,Denver,CO,80202,,8,http://www.rtd-denver.com/,1136,69721371,"2,342","2,920,000",18,"Denver-Aurora, CO",,"2,374,203","3,554",668,647,833,"1,480",,
80007,8007,Pueblo Transit System,PT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,350 Alan Hamel Avenue,,,Pueblo,CO,81003,,8,http://www.pueblo.us/,1140,10620284,39,"108,249",236,"Pueblo, CO",,"136,550","1,840",74,13,11,24,,
80008,8008,Cities Area Transit,CAT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018, 867 South 48th Street,,5200,Grand Forks,ND,58206,5200,8,http://www.grandforksgov.com/bus/,1157,71347249,26,"61,298",440,"Grand Forks, ND-MN",,"61,270","2,507",24,8,11,19,,
80009,8009,Missoula Urban Transportation District,Mountain Line,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2017,10/31/2017,1221 Shakespeare St.,,,Missoula,MT,59802,,8,http://www.mountainline.com/,1149,86705613,70,"72,087",348,"Missoula, MT",,"82,157","1,818",45,33,,33,,
80010,8010,City of Greeley - Transit Services,GET,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,1200 A Street,,,Greeley,CO,80631,,8,http://www.GreeleyEvansTransit.com/,1143,112066225,33,"124,476",264,"Greeley, CO",,"117,825","2,858",41,21,,21,,
80011,8011,Transfort ,,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,6570 Portner Road,,,Fort Collins,CO,80525,,8,http://www.ridetransfort.com,1138,78362597,54,"164,207",141,"Fort Collins, CO",,"264,465","2,412",110,38,12,50,,
80012,8012,Great Falls Transit District,GFTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2017,10/31/2017,3905 North Star Boulevard,,2353,Great Falls,MT,59403,2353,8,http://www.gftransit.com/,1148,28164515,20,"64,010",422,"Great Falls, MT",,"65,207","2,096",31,20,,20,,
80013,8013,City of Casper,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,200 N David,,,Casper,WY,82601,,8,http://www.catcbus.com/,1171,155232234,93,"57,561",424,"Casper, WY",,"64,548","2,127",30,,13,13,,
80014,8014,Rapid Transit System,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,333 Sixth Street,,,Rapid City,SD,57701,,8,http://www.rapidride.org/,1162,57222119,42,"67,956",352,"Rapid City, SD",,"81,251","1,923",42,20,,20,,
80015,8T15,Shoshone and Arapaho Tribes DOT,SATT,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,,,217,Fort Washakie,WY,82514,,8,,7001,182912493,,,0,Wyoming Non-UZA,"Wind River Reservation and Off-Reservation Trust Land, WY",0,0,0,2,,2,,
80016,8016,Mesa County,GVT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,525 S. 6th Street,Department 5093,20000,Grand Junction,CO,81502,5001,8,http://gvt.mesacounty.us/,1139,14848873,66,"101,846",251,"Grand Junction, CO",,"128,124","1,626",79,,18,18,,
80017,8T17,Southern Ute Indian Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,12/31/2017,4/30/2018,365 Ouray Dr.,,737,Ignacio,CO,81137,,8,http://www.southern-ute.nsn.us/,6965,78353919,,,0,Colorado Non-UZA,"Southern Ute Reservation, CO",0,0,0,1,,1,,
80018,8T18,Fort Peck Tribes ,FPT,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,A and S Industrial Park Road ,,1027,Poplar ,MT,59255,,8,N/A,7211,829033638,,,0,Montana Non-UZA,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT",0,0,0,6,,6,,
80019,8019,Bis-Man Transit Board,CAT,,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,3750 East Rosser Avenue,,,Bismarck,ND,58501,,8,http://www.bismantransit.com/,1155,834410987,56,"99,142",349,"Bismarck, ND",,"81,955","2,115",39,,24,24,,
80020,8020,The City of Cheyenne Transit Program,CTP,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,322 West Lincolnway,,,Cheyenne,WY,82001,,8,http://www.cheyennecity.org/index.aspx?nid=252,1169,75758169,18,"59,466",377,"Cheyenne, WY",,"73,588","2,095",35,14,,14,,
80025,8025,City of Loveland Transit,COLT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,105 W 5th Street ,,,Loveland,CO,80537,,8,http://www.cityofloveland.org/,2768,76481407,26,"66,859",141,"Fort Collins, CO",,"264,465","2,412",110,5,,5,,
80026,8026,City of St. George,SunTran,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,175 East 200 North,,,St. George,UT,84770,,8,http://sgcity.org/suntran/,6265,135260045,35,"75,561",305,"St. George, UT",,"98,370","2,191",45,10,,10,,
80028,8028,Cache Valley Transit District,CVTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,754 West 600 North,,,Logan,UT,84321,,8,http://www.cvtdbus.org/,6697,791328482,33,"95,500",311,"Logan, UT",,"94,983","2,162",44,22,,22,,
80106,8106,North Front Range Metropolitan Planning Organization,NFRMPO,,Active,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,12/31/2017,4/30/2018,419 Canyon Avenue,Suite 300,,Fort Collins,CO,80521,,8,http://www.nfrmpo.org/,6789,195771709,56,"143,986",141,"Fort Collins, CO",,"264,465","2,412",110,60,,60,,
80107,8107,The University of Montana - ASUM Transportation,ASUM OT,,Active,Full Reporter,Urban,University,,,,6/30/2017,10/31/2017,Campus Drive,,,Missoula,MT,59812,,8,http://umt.edu/transportation/,1144,10379790,10,"40,948",348,"Missoula, MT",,"82,157","1,818",45,5,,5,,
80109,8109,"vRide, Inc. - Denver",,,Active,Full Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity,,,,12/31/2017,4/30/2018,400 South Colorado Blvd,Suite 240,,Denver,CO,80246,,8,http://www.vride.com/,,98675887,668,"2,803,394",18,"Denver-Aurora, CO",,"2,374,203","3,554",668,119,,119,,
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,VSS,Valley Senior Services,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,2801 32nd Ave So.,,2217,Fargo,ND,58108,2217,8,http://valleyseniorservices.org/,1153,132570615,"7,243","160,434",194,"Fargo, ND-MN",,"176,676","2,514",70,22,3,25,,
80212,8R03-042,Turtle Mtn. Nutrition & Support Services,,,Active,Reduced Reporter,Tribe,Tribe,,,,6/30/2017,10/31/2017,PO Box 900,,,Belcourt,ND,58316,,8,,,121203486,0,0,0,North Dakota Non-UZA,"Turtle Mountain Reservation and Off-Reservation Trust Land, MT--ND--SD",0,0,0,2,,2,,
80266,8R03-019,Trenton Indian Service Area Aging Program,,,Active,Reduced Reporter,Tribe,Tribe,,,,6/30/2017,10/31/2017,,,210,Trenton,ND,58853,,8,,1153,84114404,0,0,0,North Dakota Non-UZA,"Turtle Mountain Reservation and Off-Reservation Trust Land, MT--ND--SD",0,0,0,6,,6,,
88116,8T07,Northern Cheyenne Tribe,NCT,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,600 Littlecoyote Drive,,128,Lame Deer,MT,50943,128,8,www.cheyennenation.com,6700,1118574,,,0,Montana Non-UZA,"Northern Cheyenne Indian Reservation and Off-Reservation Trust Land, MT--SD",0,0,0,3,,3,,
88122,8T08,Oglala Sioux Tribe,OSTDOT,,Active,Reduced Reporter,Tribe,Tribe,,,,12/31/2017,4/30/2018,Department of Transportation - Transit,,468,Pine Ridge,SD,57770,,8,,6192,171068427,"4,400","34,044",0,South Dakota Non-UZA,"Pine Ridge Reservation, SD--NE",0,0,0,11,,11,,
88128,8T11,Spirit Lake Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,12/31/2017,4/30/2018,,,359,Fort Totten,ND,58335,,8,www.spiritlakenation.com,5842,60487915,,,0,North Dakota Non-UZA,"Spirit Lake Reservation, ND",0,0,0,5,,5,,
88134,8T04,Confederated Salish and Kootenai Tribes,CSKT,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,,,278,Pablo,MT,59855,,8,http://www.cskt.org/,6199,71409460,,,0,Montana Non-UZA,"Flathead Reservation, MT",0,0,0,21,,21,,
88140,8T12,Standing Rock Public Transportation,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,9299 Highway 24,,,Fort Yates,ND,58538,,8,http://www.sittingbull.edu/,5838,962780326,"3,563","8,645",0,North Dakota Non-UZA,"Standing Rock Reservation, SD--ND",0,0,0,14,,14,,
88146,8T13,Turtle Mountain Band of Chippewa Indian,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,PO Box 900,,900,Belcourt,ND,58316,,8,NA,6851,459300411,,,0,North Dakota Non-UZA,"Turtle Mountain Reservation and Off-Reservation Trust Land, MT--ND--SD",0,0,0,3,,3,,
88152,8T01,Blackfeet Nation Transit Department,Blackfeet Transportation,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,10/31/2017,200 East Hospital Dr,,850,Browning,MT,59417,850,8,www.mdt.mt.gov/travinfo/public_trans.shtml,5974,172612756,,,0,Montana Non-UZA,"Blackfeet Indian Reservation and Off-Reservation Trust Land, MT",0,0,0,5,,5,,
88158,8T02,Cheyenne River Sioux Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,24495 US Hwy 212,,590,Eagle Butte,SD,57625,590,8,http://www.sioux.org/,6571,3849833,,,0,South Dakota Non-UZA,"Cheyenne River Reservation and Off-Reservation Trust Land, SD",0,0,0,,7,7,,
88164,8T03,Chippewa Cree Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,31 Agency Square,,,Box Elder,MT,59521,,8,http://www.rockyboy.org/,6902,59756981,,,0,Montana Non-UZA,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT",0,0,0,4,,4,,
88170,8T05,Fort Belknap Indian Community,FBIC,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,656 Agency Main Street,,66,Harlem,MT,59526,,8,www.ftbelknap.org,1144,50666569,,,0,Montana Non-UZA,"Fort Belknap Reservation and Off-Reservation Trust Land, MT",0,0,0,2,,2,,
88176,8T06,Lower Brule Sioux Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,187 Oyate Circle,,,Lower Brule,SD,57548,187,8,http://www.lbst.org/,6860,146099668,,,0,South Dakota Non-UZA,"Lower Brule Reservation and Off-Reservation Trust Land, SD",0,0,0,4,,4,,
88182,8T09,Rosebud Sioux Tribe,RST,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,,,430,Rosebud ,SD,57570,430,8,,6881,105151518,,,0,South Dakota Non-UZA,"Rosebud Indian Reservation and Off-Reservation Trust Land, SD",0,0,0,8,,8,,
88188,8T14,Crow Tribe of Indians,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,P. O. Box 159,,,Crow Agency,MT,59022,,8,N/A,7033,63730261,,,0,Montana Non-UZA,"Crow Reservation and Off-Reservation Trust Land, MT",0,0,0,6,,6,,
88194,8T16,Yankton Sioux Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,800 Main SW,,1153,Wagner,SD,57380,,8,http://www.yanktonsiouxtribe.net,7044,122118409,,,0,South Dakota Non-UZA,"Yankton Reservation, SD",0,0,0,3,,3,,
88200,8T19,Ute Tribe,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,P.O. Box  190,,190,Fort Duchesne,UT,84026,190,8,http://www.utetribe.com/,7309,73124562,,,0,Utah Non-UZA,"Uintah and Ouray Reservation and Off-Reservation Trust Land, UT",0,0,0,3,,3,,
8R01,8R01,Colorado Department of Transportation,,,,State Reporter,Rural,,,,,12/31/2017,4/30/2018,,,,,,,,,,,,,,,,,,,,,,,,
