5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
90024,9024,City of La Mirada Transit,LMT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,13700 La Mirada Boulevard,,La Mirada,CA,90638,,,9,http://www.cityoflamirada.org/,1706,004947735,8,"48,761",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,,7,7
90026,9026,San Diego Metropolitan Transit System,MTS,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1255 Imperial Avenue,Suite 1000,San Diego,CA,92101,,,9,http://www.sdmts.com/,2301,153682703,716,"2,218,791",15,"San Diego, CA","2,956,746","4,037",732,Y,311,379,690
90027,9027,Fresno Area Express,FAX,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2223 G Street,,Fresno,CA,93706,1600,,9,http://www.fresno.gov/fax/,1649,169204872,133,"515,609",63,"Fresno, CA","654,628","3,822",171,Y,80,48,128
90029,9029,Omnitrans,OMNI,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1700 West Fifth Street,,San Bernardino,CA,92411,,,9,http://www.omnitrans.org/,1681,081816050,463,"1,484,000",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,Y,136,104,240
90030,9030,North County Transit District,NCTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,810 Mission Avenue,,Oceanside,CA,92054,2825,,9,http://www.gonctd.com/,1690,020518361,403,"849,420",15,"San Diego, CA","2,956,746","4,037",732,Y,,227,227
90031,9031,Riverside Transit Agency,RTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1825 Third Street,,Riverside,CA,92507,,59968,9,http://www.riversidetransit.com/,1686,081813461,"2,725","1,700,356",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,Y,84,164,248
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Valley Metro,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,302 North First Avenue,Suite 900,Phoenix,AZ,85003,1598,,9,http://www.valleymetro.org/,1683,136943524,518,"1,665,320",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,,564,564
90033,9033,City of Tucson,COT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,149 N Stone Ave - 2nd Floor ,,Tucson   ,AZ,85726,7210,27210,9,http://www.ci.tucson.az.us/,1667,866000266,230,"544,000",52,"Tucson, AZ","843,168","2,385",353,Y,327,,327
90034,9034,City of Glendale Transit,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,6210 West Myrtle Avenue,Building S,Glendale,AZ,85301,,,9,http://www.glendaleaz.com/,,077523579,59,"226,721",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,17,,17
90035,9035,Gold Coast Transit,GCT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,301 E. Third St.,,Oxnard,CA,93030,6048,,9,http://www.goldcoasttransit.org/,1678,083021832,84,"367,260",103,"Oxnard, CA","367,260","4,352",84,Y,45,18,63
90036,9036,Orange County Transportation Authority,OCTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,550 South Main Street,,Orange,CA,92863,1584,14184,9,http://www.octa.net/,1682,153947940,465,"3,041,754",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,317,"1,164","1,481"
90039,9039,Culver City Municipal Bus Lines,Culver CityBus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,4343 Duquesne Avenue,,Culver City,CA,90232,2941,,9,http://www.culvercity.org/,1647,063833651,33,"341,718",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,45,3,48
90041,9041,Montebello Bus Lines,MBL,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,400 South Taylor Avenue,,Montebello,CA,90640,,,9,http://www.ridembl.com/,1657,066677386,151,"315,074",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,60,45,105
90042,9042,City of Gardena Transportation Department,GMBL,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,13999 S. Western Ave.,,Gardena,CA,90249,3005,,9,http://www.ci.gardena.ca.us/,1640,155733629,40,"463,968",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,49,,49
90043,9043,City of Commerce Municipal Buslines,CBL,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2535 Commerce Way,,Commerce,CA,90040,,,9,http://ci.commerce.ca.us/,1650,076943018,10,"12,910",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,12,,12
90044,9044,City of Arcadia Transit,Arcadia Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,240 West Huntington Drive,,Arcadia,CA,91066,6021,60021,9,http://www.ci.arcadia.ca.us/,1633,082197278,11,"56,364",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,,16,16
90045,9045,Regional Transportation Commission of Southern Nevada,RTC,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,600 South Grand Central Parkway,Suite 350,Las Vegas,NV,89106,4512,,9,http://www.rtcsnv.com/,1643,830233818,280,"2,008,655",23,"Las Vegas-Henderson, NV","1,886,011","4,525",417,Y,,640,640
90050,9050,Simi Valley Transit,SVT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2929 Tapo Canyon Road,,Simi Valley,CA,93063,2199,,9,http://www.simivalley.org/,1865,076238211,47,"126,414",254,"Simi Valley, CA","125,206","3,983",31,Y,16,,16
90052,9052,City of Corona,CCTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,400 South Vicentia Avenue,,Corona,CA,92882,,,9,http://www.CoronaTransit.com/,1638,170737589,41,"160,000",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,Y,,14,14
90061,9061,Yuba-Sutter Transit Authority,YSTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,2100 B Street,,Marysville,CA,95901,,,9,http://www.yubasuttertransit.com/,5058,172083438,817,"129,773",270,"Yuba City, CA","116,719","3,019",39,Y,,34,34
90062,9062,Monterey-Salinas Transit,MST,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,One Ryan Ranch Road,,Monterey,CA,93940,5795,,9,http://www.mst.org/,1688,073957813,280,"425,000",276,"Seaside-Monterey, CA","114,237","2,952",39,Y,55,46,101
90078,9078,Central Contra Costa Transit Authority,County Connection,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,2477 Arnold Industrial Way,,Concord,CA,94520,5327,,9,http://www.cccta.org/,2584,019569128,143,"516,000",66,"Concord, CA","615,968","3,023",204,Y,89,55,144
90079,9079,SunLine Transit Agency,SunLine,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,32-505 Harry Oliver Trail,,Thousand Palms,CA,92276,0398,,9,http://www.sunline.org/,5057,087378915,"1,120","423,644",111,"Indio-Cathedral City, CA","345,580","2,403",144,Y,80,,80
90086,9086,City of Riverside Special Transportation,City of Riverside,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,3900 Main Street,,Riverside,CA,92522,0144,,9,http://www.riversideca.gov/park_rec/seniors-transportation.asp/,2003,040502114,81,"303,871",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,Y,25,,25
90087,9087,Santa Maria Area Transit,SMAT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,110 South Pine Street,Suite 101,Santa Maria,CA,93458,5082,,9,http://www.ci.santa-maria.ca.us/3075.html/,1870,099992505,34,"120,097",246,"Santa Maria, CA","130,447","4,479",29,Y,,28,28
90088,9088,Napa County Transportation and Planning Agency,NCTPA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,625 Burnell St,,Napa,CA,94559,3420,,9,http://www.ridethevine.com/,5001,831725911,45,"138,000",342,"Napa, CA","83,913","3,250",26,Y,,43,43
90089,9089,Sonoma County Transit,SCT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,355 West Robles Avenue,,Santa Rosa,CA,95407,,,9,http://www.sctransit.com/,2765,080126444,390,"495,684",123,"Santa Rosa, CA","308,231","3,146",98,Y,3,63,66
90090,9090,Yolo County Transportation District,YCTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,350 Industrial Way,,Woodland,CA,95776,,,9,http://www.yolobus.com/,5448,787290923,109,"528,880",28,"Sacramento, CA","1,723,634","3,660",471,Y,,49,49
90091,9091,City of Visalia - Visalia City Coach,Visalia Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,"425 East Oak Avenue, Suite 201",,Visalia,CA,93291,,,9,http://www.ci.visalia.ca.us/,2581,030999866,36,"127,763",162,"Visalia, CA","219,454","3,460",63,Y,,41,41
90092,9092,City of Fairfield - Fairfield and Suisun Transit,FAST,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,Fairfield Transportation Center,2000 Cadenasso Drive,Fairfield,CA,94533,,,9,http://www.ci.fairfield.ca.us/,1648,040010019,40,"133,683",240,"Fairfield, CA","133,683","3,388",39,Y,,44,44
90093,9093,Redding Area Bus Authority,RABA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,777 Cypress Avenue,,Redding,CA,96001,,,9,http://www.rabaride.com/,1629,556912103,100,"129,413",267,"Redding, CA","117,731","1,657",71,Y,,29,29
90095,9095,San Diego Association of Governments,SANDAG,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,401 B Street,Suite 800,San Diego,CA,92101,,,9,http://www.sandag.org/,1620,094016941,"4,037","2,956,746",15,"San Diego, CA","2,956,746","4,037",732,Y,,740,740
90119,9119,Laguna Beach Municipal Transit,CLB,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,505 Forest Avenue,,Laguna Beach,CA,92651,,,9,http://www.lagunabeachcity.net/,1705,809135552,9,"22,723",69,"Mission Viejo-Lake Forest-San Clemente, CA","583,681","3,878",151,N,22,,22
90121,9121,Antelope Valley Transit Authority,AVTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,42210 6th Street West,,Lancaster,CA,93534,7124,,9,http://www.avta.com/,5564,045578353,"1,200","349,050",112,"Lancaster-Palmdale, CA","341,219","2,954",116,Y,,80,80
90131,9131,City of Scottsdale - Scottsdale Trolley,COS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,7447 East Indian School Road,Suite 205,Scottsdale,AZ,85251,3915,,9,http://www.scottsdaleaz.gov/,,074465238,60,"80,000",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,,17,17
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,PCJPB,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,3006,9,http://www.caltrain.com/,5537,196507896,425,"3,690,367",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,,130,130
90136,9136,"Regional Public Transportation Authority, dba: Valley Metro",RPTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,101 North First Avenue,Number 1300,Phoenix,AZ,85003,,,9,http://www.valleymetro.org/,,627985807,732,"3,629,114",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,,412,412
90140,9140,Peoria Transit,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,8401 West Monroe Avenue,,Peoria,AZ,85345,,,9,http://www.peoriaaz.gov/NewSecondary.aspx?id=883/,1683,002494128,175,"126,911",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,5,,5
90142,9142,Unitrans - City of Davis/ASUCD,Unitrans,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,One Shields Avenue,5 South Hall,Davis,CA,95616,8759,,9,http://www.unitrans.com/,2085,004953600,13,"72,611",382,"Davis, CA","72,794","5,157",14,Y,36,,36
90144,9144,Livermore / Amador Valley Transit Authority,LAVTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1362 Rutan Court,Suite 100,Livermore,CA,94551,,,9,http://www.wheelsbus.com/,5296,363032608,40,"197,289",66,"Concord, CA","615,968","3,023",204,Y,,66,66
90146,9146,Foothill Transit,,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,100 South Vincent  Avenue,Suite 200,West Covina,CA,91790,2902,,9,http://www.foothilltransit.org/,5551,943642124,327,"1,515,836",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,,278,278
90147,9147,City of Los Angeles Department of Transportation,LADOT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,100 S Main St,10th Floor,Los Angeles,CA,90012,,,9,http://www.ladottransit.com/,1644,069928349,465,"12,150,996",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,,353,353
90148,9148,Victor Valley Transit Authority,VVTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,17150 Smoketree St.,,Hesperia,CA,92345,8305,,9,http://www.vvta.org/,5538,020849266,424,"334,988",114,"Victorville-Hesperia, CA","328,454","1,969",167,Y,,220,220
90149,9149,City of Lompoc - Lompoc Transit,COLT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,100 Civic Center Plaza,,Lompoc,CA,93438,8001,8001,9,http://www.cityoflompoc.com/transit/,1651,070200019,40,"55,666",485,"Lompoc, CA","51,509","4,816",11,Y,,25,25
90151,9151,Southern California Regional Rail Authority dba: Metrolink,Metrolink,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,One Gateway Plaza,Floor 12,Los Angeles,CA,90012,,,9,http://www.metrolinktrains.com/,5802,009654173,"2,291","8,341,002",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,,185,185
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,LACMTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,One Gateway Plaza,,Los Angeles,CA,90012,2952,,9,http://www.metro.net/,5566,044055523,"1,513","8,626,817",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,"1,998","1,459","3,457"
90155,9155,City of Vacaville,City Coach,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,650 Merchant Street,,Vacaville,CA,95688,,,9,http://www.citycoach.com/,5601,625109095,27,"93,141",314,"Vacaville, CA","93,141","3,398",27,Y,,15,15
90156,9156,City of San Luis Obispo,SLO Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,919 Palm Street,,San Luis Obispo,CA,93401,,,9,http://www.slocity.org/,1670,829742431,20,"52,576",447,"San Luis Obispo, CA","59,219","2,901",20,Y,,10,10
90157,9157,Access Services  ,AS,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,3449 Santa Anita Avenue,,El Monte,CA,91734,1728,5728,9,http://www.asila.org/,5830,883300121,"1,621","11,638,106",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,,709,709
90159,9159,Western Contra Costa Transit Authority,WestCAT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,601 Walter Avenue,,Pinole,CA,94564,,,9,http://www.westcat.org/,5624,103429301,20,"64,925",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,,45,45
90161,9161,City of Union City Transit Division,UCT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,34009 Alvarado-Niles Road,,Union City,CA,94587,,,9,http://www.uctransit.org/,5651,004939732,18,"71,329",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,,17,17
90162,9162,The Eastern Contra Costa Transit Authority,Tri Delta Transit,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,801 Wilbur Avenue,,Antioch,CA,94509,7500,,9,http://www.trideltatransit.com/,5617,027206556,225,"306,000",137,"Antioch, CA","277,634","3,412",81,Y,,67,67
