NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
8109,"vRide, Inc. - Denver",,A,11. Private provider reporting on behalf of a public entity,Contractor,,,12/31/2013,4/29/2014,400 South Colorado Blvd,Suite 240,Denver,CO,80246,,,8,www.vride.com,,98675887,717,"2,803,394",18,"Denver-Aurora, CO","2,374,203","3,554",668,N,N,,N,N,N,107,0,107
8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2801 32nd Ave So.,PO Box 2217,Fargo,ND,58108,2217,2217,8,valleyseniorservices.org,,132570615,"10,625","160,434",194,"Fargo, ND-MN","176,676","2,514",70,Y,N,,N,N,N,24,0,24
9001,Regional Transportation Commission of Washoe County,RTC,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,2050 Villanova Drive,,Reno,NV,89520,,30002,9,www.rtcwashoe.com,1669,167260892,136,"327,768",94,"Reno, NV-CA","392,141","2,386",164,N,Y,,Y,N,N,0,154,154
9002,City and County of Honolulu Department of Transportation Services,DTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,650 South King Street,Third Floor,Honolulu,HI,96813,,,9,www.thebus.org,1703,614644565,277,"953,207",54,"Urban Honolulu, HI","802,459","4,716",170,N,Y,,Y,N,N,0,686,686
9003,San Francisco Bay Area Rapid Transit District,BART,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,300 Lakeside Drive,,Oakland,CA,94604,2688,12688,9,www.bart.gov,1957,47409107,93,"833,762",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,,N,N,N,534,0,534
9004,Golden Empire Transit District,GET,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1830 Golden State Avenue,,Bakersfield,CA,93301,,,9,www.getbus.org,1695,75302935,98,"479,501",79,"Bakersfield, CA","523,994","3,785",138,N,Y,N,N,N,N,86,0,86
9006,Santa Cruz Metropolitan Transit District,SCMTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,110 Vernon Street,,Santa Cruz,CA,95060,,,9,www.scmtd.com,1675,92207398,446,"254,538",204,"Santa Cruz, CA","163,703","2,806",58,N,Y,N,N,N,N,112,6,118
9007,Modesto Area Express,MAX,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1010 Tenth Street,,Modesto,CA,95354,,642,9,www.modestoareaexpress.com,1656,60125051,59,"253,607",105,"Modesto, CA","358,172","3,898",92,N,Y,,N,N,N,0,58,58
9008,Santa Monica's Big Blue Bus,Big Blue Bus ,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1660 Seventh Street ,,Santa Monica,CA,90401,3324,,9,www.bigbluebus.com,1664,833665896,51,"458,506",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,Y,N,N,N,152,5,157
9009,San Mateo County Transit District,SamTrans,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,3006,9,www.samtrans.com,1671,60139359,97,"737,100",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,N,N,N,N,193,168,361
9010,Torrance Transit System,TTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,20500 Madrona Avenue,,Torrance,CA,90503,,,9,http://Transit.TorranceCA.Gov,1666,136190357,103,"606,847",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,Y,Y,N,N,48,46,94
9012,San Joaquin Regional Transit District,RTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,PO Box 201010,,Stockton,CA,95201,,201010,9,www.sanjoaquinrtd.com,1665,2250672,"1,489","685,306",102,"Stockton, CA","370,583","4,005",93,N,Y,N,N,N,N,51,57,108
9013,Santa Clara Valley Transportation Authority,VTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,3331 North First Street,,San Jose,CA,95134,1927,,9,www.vta.org,1674,92202837,346,"1,880,876",29,"San Jose, CA","1,664,496","5,820",286,N,Y,Y,Y,N,N,416,251,667
9014, Alameda-Contra Costa Transit District,AC Transit,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1600 Franklin Street,,Oakland,CA,94612,,,9,www.actransit.org,1632,43236231,524,"1,425,275",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,Y,N,N,N,493,203,696
9015,San Francisco Municipal Railway,MUNI,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1 South Van Ness Ave,8th Floor,San Francisco,CA,94103,5417,,9,www.sfmta.com,1697,956617435,49,"805,235",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,Y,N,N,N,783,"1,590","2,373"
9016,"Golden Gate Bridge, Highway and Transportation District",GGBHTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,Presidio Station,,San Francisco,CA,94129,601,9000,9,www.goldengate.org,1701,58417718,160,"869,000",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,Y,Y,N,N,170,45,215
9017,City of Santa Rosa,Santa Rosa CityBus,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,100 Santa Rosa Ave Room 6,,Santa Rosa,CA,95402,1678,1678,9,ci.santa-rosa.ca.us,1677,71879464,51,"168,856",123,"Santa Rosa, CA","308,231","3,146",98,N,Y,N,N,N,N,25,14,39
9019,Sacramento Regional Transit District,Sacramento RT,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1400 29th Street,,Sacramento,CA,95812,2110,2110,9,www.sacrt.com,1659,48947139,213,"972,076",28,"Sacramento, CA","1,723,634","3,660",471,N,Y,N,N,N,N,221,0,221
9020,Santa Barbara Metropolitan Transit District,SBMTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,550 Olive Street,,Santa Barbara,CA,93101,1610,,9,www.sbmtd.gov,1673,57362535,84,"306,101",184,"Santa Barbara, CA","195,861","3,507",56,N,Y,N,N,N,N,87,18,105
9022,Norwalk Transit System,NTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,12700 Norwalk Boulevard,,Norwalk,CA,90650,,,9,www.ci.norwalk.ca.us,1691,75279760,37,"637,365",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,N,N,N,N,22,7,29
9023,Long Beach Transit,LBT,A,8. Other publicly-owned or publicly-chartered corporation,Semi-Public Corp,,,6/30/2013,10/29/2013,1963 East Anaheim Street,,Long Beach,CA,90801,731,,9,www.lbtransit.com,1652,50125194,98,"800,000",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,Y,N,N,N,182,17,199
9024,City of La Mirada Transit,LMT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,13700 La Mirada Boulevard,,La Mirada,CA,90638,,,9,www.cityoflamirada.org,1706,4947735,8,"48,527",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,,N,N,N,0,7,7
9026,San Diego Metropolitan Transit System,MTS,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1255 Imperial Avenue,Suite 1000,San Diego,CA,92101,,,9,www.sdmts.com,2301,153682703,716,"2,218,791",15,"San Diego, CA","2,956,746","4,037",732,N,Y,Y,Y,N,Y,305,344,649
9027,Fresno Area Express,FAX,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2223 G Street,,Fresno,CA,93706,1600,,9,www.fresno.gov/fax,1649,169204872,133,"508,453",63,"Fresno, CA","654,628","3,822",171,N,Y,N,N,N,N,80,47,127
9029,Omnitrans,OMNI,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1700 West Fifth Street,,San Bernardino,CA,92411,,,9,www.omnitrans.org,1681,81816050,463,"1,484,000",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,N,Y,N,N,N,N,136,104,240
9030,North County Transit District,NCTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,810 Mission Avenue,,Oceanside,CA,92054,2825,,9,www.gonctd.com,1690,20518361,403,"896,787",15,"San Diego, CA","2,956,746","4,037",732,N,Y,,N,N,N,0,225,225
9031,Riverside Transit Agency,RTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1825 Third Street,,Riverside,CA,92507,,59968,9,www.riversidetransit.com,1686,81813461,"2,725","1,700,356",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,N,Y,N,N,N,N,80,158,238
9032,City of Phoenix Public Transit Department dba Valley Metro,Valley Metro,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,302 North First Avenue,Suite 900,Phoenix,AZ,85003,1598,,9,www.valleymetro.org/,1683,136943524,518,"1,665,320",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",N,Y,,Y,N,N,22,497,519
9033,City of Tucson,COT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,149 N Stone Ave - 2nd Floor ,,Tucson   ,AZ,85726,7210,27210,9,www.ci.tucson.az.us,1667,866000266,230,"544,000",52,"Tucson, AZ","843,168","2,385",353,N,Y,N,N,N,N,325,0,325
9034,City of Glendale Transit,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,6210 West Myrtle Avenue,Building S,Glendale,AZ,85301,,,9,www.glendaleaz.com,,77523579,59,"226,721",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",N,Y,N,N,N,N,17,0,17
9035,Gold Coast Transit,GCT,A,1. Independent public agency or authority for transit service,Authority,,"Joint Powers Authority (JPA), Board members represent each of the JPA members",6/30/2013,10/29/2013,301 E. Third St.,,Oxnard,CA,93030,6048,,9,www.goldcoasttransit.org,1678,83021832,84,"367,260",103,"Oxnard, CA","367,260","4,352",84,N,Y,N,N,N,N,43,17,60
9036,Orange County Transportation Authority,OCTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,550 South Main Street,,Orange,CA,92863,1584,14184,9,www.octa.net,1682,153947940,465,"3,028,546",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,Y,Y,Y,Y,317,"1,192","1,509"
9039,Culver City Municipal Bus Lines,Culver CityBus,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,4343 Duquesne Avenue,,Culver City,CA,90232,2941,,9,www.culvercity.org,1647,63833651,33,"341,718",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,N,N,N,N,45,3,48
9041,Montebello Bus Lines,MBL,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,400 South Taylor Avenue,,Montebello,CA,90640,,,9,www.ridembl.com,1657,66677386,151,"315,074",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,N,N,N,N,54,55,109
9042,City of Gardena Transportation Department,GMBL,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,13999 S. Western Ave.,,Gardena,CA,90249,3005,,9,www.ci.gardena.ca.us,1640,155733629,40,"463,968",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,Y,N,N,N,49,0,49
9043,City of Commerce Municipal Buslines,CBL,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2535 Commerce Way,,Commerce,CA,90040,,,9,ci.commerce.ca.us,1650,76943018,10,"12,910",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,N,N,N,N,12,0,12
9044,City of Arcadia Transit,Arcadia Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,240 West Huntington Drive,,Arcadia,CA,91066,6021,60021,9,www.ci.arcadia.ca.us,1633,82197278,11,"56,364",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",N,Y,,N,N,N,0,16,16
9045,Regional Transportation Commission of Southern Nevada,RTC,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,600 South Grand Central Parkway,Suite 350,Las Vegas,NV,89106,4512,,9,www.rtcsnv.com,1643,830233818,280,"2,008,655",23,"Las Vegas-Henderson, NV","1,886,011","4,525",417,N,Y,,Y,N,N,0,654,654
9050,Simi Valley Transit,SVT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2929 Tapo Canyon Road,,Simi Valley,CA,93063,2199,,9,www.simivalley.org,1865,76238211,47,"126,414",254,"Simi Valley, CA","125,206","3,983",31,Y,Y,N,N,N,N,17,0,17
9052,City of Corona,CCTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,400 South Vicentia Avenue,,Corona,CA,92882,,,9,www.CoronaTransit.com,1638,170737589,41,"160,000",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,Y,Y,,N,N,N,0,14,14
9061,Yuba-Sutter Transit Authority,YSTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,2100 B Street,,Marysville,CA,95901,,,9,www.yubasuttertransit.com,5058,172083438,817,"119,420",270,"Yuba City, CA","116,719","3,019",39,N,Y,,N,N,N,0,34,34
9062,Monterey-Salinas Transit,MST,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,One Ryan Ranch Road,,Monterey,CA,93940,5795,,9,www.mst.org,1688,73957813,280,"421,898",276,"Seaside-Monterey, CA","114,237","2,952",39,N,Y,N,N,N,N,61,53,114
9078,Central Contra Costa Transit Authority,County Connection,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,2477 Arnold Industrial Way,,Concord,CA,94520,5327,,9,www.cccta.org,2584,19569128,143,"516,000",66,"Concord, CA","615,968","3,023",204,N,Y,N,N,N,N,88,55,143
9079,SunLine Transit Agency,SunLine,A,1. Independent public agency or authority for transit service,Authority,,Joint Powers authority,6/30/2013,10/29/2013,32-505 Harry Oliver Trail,,Thousand Palms,CA,92276,398,,9,www.sunline.org/,5057,87378915,"1,120","423,644",111,"Indio-Cathedral City, CA","345,580","2,403",144,N,Y,N,N,N,N,73,0,73
9086,City of Riverside Special Transportation,City of Riverside,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,3900 Main Street,,Riverside,CA,92522,144,,9,www.riversideca.gov/park_rec/seniors-transportation.asp,2003,40502114,87,"303,871",22,"Riverside-San Bernardino, CA","1,932,666","3,546",545,N,Y,,N,N,N,25,0,25
9087,Santa Maria Area Transit,SMAT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,110 South Pine Street,Suite 101,Santa Maria,CA,93458,5082,,9,www.ci.santa-maria.ca.us/3075.html,1870,99992505,34,"120,097",246,"Santa Maria, CA","130,447","4,479",29,N,Y,,N,N,N,0,37,37
9088,Napa County Transportation Planning Agency,NCTPA,A,1. Independent public agency or authority for transit service,Authority,,"NCTPA is a joint powers agency whose board is made up of electeds from its member agencies.  Members are the Cities of Napa, American Canyon, Yountville, St Helena and Calistoga and Napa County.",6/30/2013,10/29/2013,625 Burnell St,Suite 100,Napa,CA,94559,2912,,9,www.ridethevine.com,5001,831725911,45,"138,000",342,"Napa, CA","83,913","3,250",26,N,Y,,N,N,N,0,44,44
9089,Sonoma County Transit,SCT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,355 West Robles Avenue,,Santa Rosa,CA,95407,,,9,www.sctransit.com,2765,80126444,390,"493,285",123,"Santa Rosa, CA","308,231","3,146",98,N,Y,N,N,N,N,3,63,66
9090,Yolo County Transportation District,YCTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,350 Industrial Way,,Woodland,CA,95776,,,9,www.yolobus.com,5448,787290923,109,"528,880",28,"Sacramento, CA","1,723,634","3,660",471,N,Y,,N,N,N,0,49,49
9091,City of Visalia - Visalia City Coach,Visalia Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,"425 East Oak Avenue, Suite 201",,Visalia,CA,93291,,,9,www.ci.visalia.ca.us,2581,30999866,36,"127,081",162,"Visalia, CA","219,454","3,460",63,N,Y,,N,N,N,0,41,41
9092,City of Fairfield - Fairfield and Suisun Transit,FAST,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,Fairfield Transportation Center,2000 Cadenasso Drive,Fairfield,CA,94533,,,9,www.ci.fairfield.ca.us,1648,40010019,40,"133,683",240,"Fairfield, CA","133,683","3,388",39,N,Y,,N,N,N,0,43,43
9093,Redding Area Bus Authority,RABA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,777 Cypress Avenue,,Redding,CA,96001,,,9,www.rabaride.com,1629,556912103,100,"117,478",267,"Redding, CA","117,731","1,657",71,N,Y,,N,N,N,0,29,29
9095,San Diego Association of Governments,SANDAG,A,"7. MPO, COG or other planning agency (Describe)",MPO,"SANDAG is the San Diego region's primary public planning, transportation, transit construction, and research agency, providing the public forum for regional policy decisions about growth, transportation planning and transit construction, environmental management, housing, open space, energy, public safety, and binational topics. SANDAG directors are mayors, councilmembers, and a supervisor from each of the region's 18 cities and county government.",,6/30/2013,10/29/2013,401 B Street,Suite 800,San Diego,CA,92101,,,9,www.sandag.org,1620,94016941,"4,261","2,813,833",15,"San Diego, CA","2,956,746","4,037",732,N,Y,,N,N,N,0,738,738
9119,Laguna Beach Municipal Transit,CLB,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,505 Forest Avenue,,Laguna Beach,CA,92651,,,9,www.lagunabeachcity.net,1705,809135552,9,"22,723",69,"Mission Viejo-Lake Forest-San Clemente, CA","583,681","3,878",151,N,N,N,N,N,N,23,0,23
9121,Antelope Valley Transit Authority,AVTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,42210 6th Street West,,Lancaster,CA,93534,7124,,9,www.avta.com,5564,45578353,"1,200","349,050",112,"Lancaster-Palmdale, CA","341,219","2,954",116,N,Y,,N,N,Y,0,74,74
9131,City of Scottsdale - Scottsdale Trolley,COS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,7447 East Indian School Road,Suite 205,Scottsdale,AZ,85251,3915,,9,www.scottsdaleaz.gov,,74465238,60,"80,000",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",N,Y,,N,N,N,0,17,17
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,PCJPB,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,3006,9,www.caltrain.com,5537,196507896,425,"3,690,367",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,N,Y,,N,N,N,0,130,130
9136,"Regional Public Transportation Authority, dba: Valley Metro",RPTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,302 North First Avenue,Number 700,Phoenix,AZ,85003,,,9,www.valleymetro.org,,627985807,732,"3,629,114",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",N,Y,,Y,N,N,0,283,283
9137,Surprise Dial-A-Ride Transit System,Surprise DAR,I,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,16000 N Civic Center Plaza,,Surprise,AZ,85374,,,9,www.surpriseaz.gov,,21648936,94,"125,000",12,"Phoenix-Mesa, AZ","3,629,114","3,165","1,147",Y,Y,,N,N,N,7,0,7
