Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
"Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,172378,26,DR,DO,9,33821,,3807,,2919,,3872,,0,,44419,,19.3,,3.4,,2.7,,2.2,,0,,27.6,,391586,,65149,,21716,,82026,,560477,,11.5782,,17.1129,,0.6421,,21.1844,,12.618,,No
"Adirondack Transit Lines, Inc,",Hurley,NY,2177,20177,Private-For-Profit Corporation,Full Reporter,18351295,26,CB,DO,26,153701,,73004,,0,,37519,,0,,264224,,73.95,,39.77,,0,,21.36,,0,,135.08,,3487199,,1792264,,0,,1613451,,6892914,,22.6882,,24.5502,,0,,43.0036,,26.0874,,No
Johnson County SEATS,Iowa City,IA,7045,70045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,106621,26,DR,DO,25,63380,,1544,,0,,5030,,0,,69954,,55.34,,1.65,,0,,3.45,,0,,60.44,,1418897,,43540,,0,,165398,,1627835,,22.3871,,28.1995,,0,,32.8823,,23.2701,,No
Williamsport Bureau of Transportation,Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56142,26,MB,DO,23,79306,,17820,,11803,,8909,,481,,118319,,41,,8,,7,,4.75,,0.25,,61,,2116083,,443995,,293626,,298415,,3152119,,26.6825,,24.9155,,3.7024,,33.4959,,26.6409,,No
"Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,172378,26,MB,DO,17,135285,,15230,,11677,,15488,,0,,177680,,86.7,,9.6,,6.3,,9.8,,0,,112.4,,1793516,,419840,,194485,,198450,,2606291,,13.2573,,27.5666,,1.4376,,12.8131,,14.6685,,No
Williamsport Bureau of Transportation,Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56142,26,DR,DO,1,159,,53,,8,,45,,0,,265,,0.08,,0.03,,0,,0.03,,0,,0.14,,2855,,928,,149,,789,,4721,,17.956,,17.5094,,0.9371,,17.5333,,17.8151,,No
Johnson County SEATS,Iowa City,IA,7045,70045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,106621,26,MB,DO,1,751,,25,,0,,60,,0,,836,,0.66,,0.02,,0,,0.04,,0,,0.72,,16797,,515,,0,,2720,,20032,,22.3662,,20.6,,0,,45.3333,,23.9617,,No
RiverCities Transit,Longview,WA,16,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63952,25,MB,DO,9,39627,,0,,1862,,5148,,0,,46637,,20.45,,0,,2.75,,2.9,,0,,26.1,,941769,,0,,47442,,141992,,1131203,,23.7658,,,,1.1972,,27.582,,24.2555,,No
Lake Erie Transit,Monroe,MI,,50522,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3734090,25,MB,DO,8,40946,,8576,,2576,,2264,,0,,54362,,21,,4,,3,,1,,0,,29,,708764,,206311,,32527,,46076,,993678,,17.3097,,24.0568,,0.7944,,20.3516,,18.2789,,No
Athens Transit System,Athens,GA,4047,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,128754,25,DR,DO,3,10067,,1878,,1028,,681,,0,,13654,,7.4,,1,,0.4,,0.3,,0,,9.1,,206246,,46969,,11344,,14787,,279346,,20.4873,,25.0101,,1.1269,,21.7137,,20.4589,,No
City of Riverside Special Transportation,Riverside,CA,9086,90086,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1932666,25,DR,DO,25,63933,,0,,0,,8918,,0,,72851,,36,,0,,0,,5.7,,0,,41.7,,1339350,,0,,0,,543913,,1883263,,20.9493,,,,0,,60.9905,,25.8509,,No
Athens Transit System,Athens,GA,4047,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,128754,25,MB,DO,22,102146,,16905,,9256,,6127,,0,,134434,,63.6,,9,,3.6,,2.7,,0,,78.9,,2011322,,422720,,102098,,146392,,2682532,,19.6907,,25.0056,,0.9995,,23.8929,,19.9543,,No
Lake Erie Transit,Monroe,MI,,50522,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3734090,25,DR,DO,17,52816,,11062,,3322,,2266,,0,,69466,,33,,5,,5,,1,,0,,44,,755150,,235923,,48301,,66234,,1105608,,14.2978,,21.3273,,0.9145,,29.2295,,15.9158,,No
RiverCities Transit,Longview,WA,16,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63952,25,VP,DO,1,0,,12,,0,,10,,0,,22,,0,,0.01,,0,,0.61,,0,,0.62,,0,,1224,,0,,263,,1487,,,,102,,,,26.3,,67.5909,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,MB,DO,8,29738,,6342,,1787,,7175,,0,,45042,,15.28,,3.02,,0.96,,4.4,,0,,23.66,,528384,,121388,,49234,,230282,,929288,,17.768,,19.1403,,1.6556,,32.0951,,20.6316,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,CB,DO,4,6820,,1582,,447,,2503,,0,,11352,,3.52,,0.78,,0.24,,1.5,,0,,6.04,,147299,,33839,,13725,,64196,,259059,,21.5981,,21.39,,2.0125,,25.6476,,22.8206,,No
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,2650890,24,DR,DO,3,7074,,0,,0,,2103,,0,,9177,,11,,0,,0,,2,,0,,13,,154350,,0,,0,,47240,,201590,,21.8193,,,,0,,22.4631,,21.9669,,No
Las Vegas Monorail Company,Las Vegas,NV,9242,90242,Private-Non-Profit Corporation,Full Reporter,1886011,24,MG,DO,24,162222,,44662,,3492,,29287,,0,,239663,,82,,22,,1,,17,,0,,122,,3859751,,1293343,,116101,,1984221,,7253416,,23.793,,28.9585,,0.7157,,67.7509,,30.2651,,No
Pueblo Transit System,Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,136550,24,MB,DO,13,59109,,13767,,11250,,8657,,0,,92783,,30,,7,,6,,5,,0,,48,,992367,,277678,,159673,,269647,,1699365,,16.7888,,20.1698,,2.7013,,31.1479,,18.3155,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,DR,DO,12,24826,,3287,,0,,1802,,0,,29915,,15.5,,1.7,,0,,1.1,,0,,18.3,,383784,,67162,,0,,42970,,493916,,15.459,,20.4326,,0,,23.8457,,16.5106,,No
Huntington Area Rapid Transit,Huntington Station,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,22,MB,DO,8,36652,,5210,,711,,1489,,0,,44062,,26.91,,2.66,,0.67,,0.67,,0,,30.91,,1273696,,229916,,26246,,77046,,1606904,,34.7511,,44.1298,,0.7161,,51.7435,,36.4692,,No
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,99941,22,MB,DO,8,54097,,2061,,582,,9486,,0,,66226,,34,,1.5,,1,,5.5,,0,,42,,751119,,25523,,10752,,173417,,960811,,13.8847,,12.3838,,0.1988,,18.2814,,14.5081,,No
Cache Valley Transit District,Logan,UT,8028,80028,Independent Public Agency or Authority of Transit Service,Full Reporter,94983,22,DR,DO,5,17580,,2323,,324,,2652,,0,,22879,,14.58,,1.98,,0.18,,4.5,,0,,21.24,,271478,,33704,,6810,,92169,,404161,,15.4424,,14.5088,,0.3874,,34.7545,,17.6652,,No
Ulster County Area Transit,Kingston,NY,2178,20178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,423566,22,DR,DO,4,11786,,1685,,156,,613,,0,,14240,,7,,1,,0.1,,0.4,,0,,8.5,,241385,,41081,,3903,,17846,,304215,,20.4807,,24.3804,,0.3312,,29.1126,,21.3634,,No
City Utilities of Springfield ,Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,273724,22,DR,DO,4,13276,,2050,,300,,1477,,0,,17103,,6.49,,1.12,,0.16,,0.81,,0,,8.58,,304869,,66732,,6184,,59644,,437429,,22.9639,,32.5522,,0.4658,,40.3819,,25.5762,,No
The Transportation Management Association Group,Franklin,TN,4178,40178,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,969587,22,VP,DO,22,818,,340,,68,,3213,,0,,4439,,0.44,,0.18,,0.04,,1.75,,0,,2.41,,29201,,12142,,2469,,114654,,158466,,35.698,,35.7118,,3.0183,,35.6844,,35.6986,,No
Ulster County Area Transit,Kingston,NY,2178,20178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,423566,22,MB,DO,18,68958,,10352,,1411,,9034,,633,,90388,,44,,6,,0.9,,5.25,,0.35,,56.5,,1390403,,252358,,35130,,269003,,1946894,,20.163,,24.3777,,0.5094,,29.7767,,21.5393,,No
Southeast Area Transit,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,209190,22,MB,DO,18,83755,,18769,,884,,5604,,1591,,110603,,50,,10,,0.5,,3.2,,1,,64.7,,1967171,,465810,,21641,,130186,,2584808,,23.4872,,24.8181,,0.2584,,23.2309,,23.3701,,No
City Utilities of Springfield ,Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,273724,22,MB,DO,18,107411,,16583,,2424,,11953,,0,,138371,,52.51,,9.09,,1.33,,6.55,,0,,69.48,,2427904,,531436,,49247,,474991,,3483578,,22.6039,,32.047,,0.4585,,39.7382,,25.1756,,No
Cache Valley Transit District,Logan,UT,8028,80028,Independent Public Agency or Authority of Transit Service,Full Reporter,94983,22,MB,DO,17,80085,,10583,,1477,,12085,,118,,104348,,66.6,,9.02,,0.82,,20.5,,0.07,,97.01,,1256952,,241429,,34972,,392932,,1926285,,15.6952,,22.8129,,0.4367,,32.514,,18.4602,,No
Huntington Area Rapid Transit,Huntington Station,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,22,DR,DO,14,30002,,3949,,208,,1035,,0,,35194,,19.09,,2.09,,0.11,,0.67,,0,,21.96,,877237,,166968,,8788,,72138,,1125131,,29.2393,,42.2811,,0.2929,,69.6986,,31.9694,,No
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,99941,22,DR,DO,14,52898,,2015,,569,,9276,,0,,64758,,32,,1.5,,0.5,,5.5,,0,,39.5,,734479,,24958,,10513,,169576,,939526,,13.8848,,12.3861,,0.1987,,18.2812,,14.5083,,No
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,88087,21,DR,DO,7,26595,,2593,,118,,2970,,0,,32276,,17.5,,2,,0.2,,1.5,,0,,21.2,,510380,,60465,,1258,,76736,,648839,,19.1908,,23.3185,,0.0473,,25.837,,20.1028,,No
Flagler Co. Public Transportation,Bunnell,FL,4R02-028,41068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,349064,21,DR,DO,21,53820,,0,,0,,4576,,0,,58396,,26,,0,,0,,2,,0,,28,,686059,,0,,0,,76226,,762285,,12.7473,,,,0,,16.6578,,13.0537,,No
Iowa City Transit,Iowa City,IA,7018,70018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,106621,21,MB,DO,21,94424,,7752,,1613,,3739,,0,,107528,,50.5,,4.5,,1,,3,,0,,59,,2397033,,229019,,55942,,148670,,2830664,,25.3858,,29.5432,,0.5925,,39.762,,26.3249,,No
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,88087,21,MB,DO,14,71420,,8592,,329,,8316,,0,,88657,,44.5,,7,,0.8,,4.5,,0,,56.8,,1370611,,200286,,4167,,214862,,1789926,,19.1909,,23.3108,,0.0583,,25.8372,,20.1893,,No
City of Jackson Transportation Authority,Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,90057,21,MB,DO,11,35266,,13617,,1934,,5937,,0,,56754,,18.4,,7.8,,1,,3,,0,,30.2,,775665,,292139,,40914,,183977,,1292695,,21.9947,,21.454,,1.1602,,30.9882,,22.7772,,No
City of Jackson Transportation Authority,Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,90057,21,DR,DO,10,27492,,8307,,1944,,3960,,0,,41703,,15.6,,5.2,,1,,2,,0,,23.8,,473191,,178219,,24959,,112234,,788603,,17.212,,21.4541,,0.9079,,28.3419,,18.91,,No
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,65207,20,DR,DO,7,20738,,430,,13,,1852,,0,,23033,,11.99,,0.2,,0.01,,1,,0,,13.2,,296955,,6238,,214,,27780,,331187,,14.3194,,14.507,,0.0103,,15,,14.3788,,No
Gary Public Transportation Corporation,Gary,IN,5045,50045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8608208,20,DR,DO,4,12749,,5317,,1065,,5932,,0,,25063,,8.5,,3,,0.5,,3,,0,,15,,244523,,87288,,12078,,82793,,426682,,19.1798,,16.4168,,0.9474,,13.957,,17.0244,,No
Cumberland Area Transit System,Bridgeton,NJ,2193,20193,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95259,20,DR,DO,20,38000,,3414,,0,,4443,,0,,45857,,28,,2,,0,,5,,0,,35,,1010326,,102006,,0,,181810,,1294142,,26.5875,,29.8787,,0,,40.9205,,28.2213,,No
Gary Public Transportation Corporation,Gary,IN,5045,50045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8608208,20,MB,DO,16,59007,,24484,,13333,,26360,,0,,123184,,31,,15,,6.5,,13,,0,,65.5,,1281929,,341574,,198379,,427073,,2248955,,21.725,,13.9509,,3.362,,16.2016,,18.2569,,No
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,65207,20,MB,DO,13,47044,,7349,,2187,,5609,,0,,62189,,27,,4.4,,1.5,,4,,0,,36.9,,804778,,117969,,36001,,135614,,1094362,,17.1069,,16.0524,,0.7653,,24.1779,,17.5974,,No
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,61270,19,MB,DO,8,28616,,4676,,84,,6702,,0,,40078,,21,,2.5,,3,,4.5,,0,,31,,772105,,73677,,837,,133060,,979679,,26.9816,,15.7564,,0.0292,,19.8538,,24.4443,,No
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,400492,19,DR,DO,4,9478,,1562,,0,,4267,,0,,15307,,5,,1,,0,,2,,0,,8,,128654,,22415,,0,,66149,,217218,,13.574,,14.3502,,0,,15.5025,,14.1908,,No
Washington State Ferries,Seattle,WA,35,35,State Government Unit or Department of Transportation,Full Reporter,3059393,19,FB,DO,19,2926754,,251631,,121656,,119458,,193673,,3613172,,1716,,118,,67,,95,,105,,2101,,102605175,,10030470,,5235539,,3773590,,121644774,,35.0577,,39.8618,,1.7889,,31.5893,,33.667,,No
City of Clemson/ Clemson Area Transit,Clemson,SC,4208,40208,"City, County or Local Government Unit or Department of Transportation",Full Reporter,400492,19,MB,DO,19,83235,,9050,,1114,,12414,,0,,105813,,57,,5,,1,,8,,0,,71,,1079650,,166279,,18838,,240780,,1505547,,12.9711,,18.3734,,0.2263,,19.3958,,14.2284,,No
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,400492,19,MB,DO,15,68603,,16385,,1709,,24562,,0,,111259,,41,,6,,2,,13,,0,,62,,1118147,,412076,,20361,,670961,,2221545,,16.2988,,25.1496,,0.2968,,27.317,,19.9673,,No
Lafayette Transit System,Lafayette,LA,6038,60038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,252720,19,MB,DO,13,56987,,1274,,5037,,8043,,0,,71341,,44,,0.6,,4,,7,,0,,55.6,,1170944,,52709,,136947,,110172,,1470772,,20.5476,,41.3728,,2.4031,,13.6979,,20.6161,,No
South Metro Area Regional Transit,Wilsonville,OR,46,46,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1849898,18,DR,DO,6,12630,,1991,,242,,1984,,0,,16847,,7,,1,,0.12,,1.29,,0,,9.41,,341764,,61689,,9373,,63440,,476266,,27.0597,,30.9839,,0.7421,,31.9758,,28.2701,,No
Medina County Public Transit,Medina,OH,5198,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1780673,18,MB,DO,6,18001,,0,,0,,2062,,0,,20063,,16.28,,0,,0,,1.16,,0,,17.44,,312850,,0,,0,,55288,,368138,,17.3796,,,,0,,26.8128,,18.3491,,No
City of Glendale Transit,Glendale,AZ,9034,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3629114,18,MB,DO,3,11645,,652,,132,,3754,,0,,16183,,8.83,,0.31,,0.06,,1.83,,0,,11.03,,181510,,13129,,2632,,139478,,336749,,15.5869,,20.1365,,0.226,,37.1545,,20.8088,,No
City of Glendale Transit,Glendale,AZ,9034,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3629114,18,DR,DO,15,59852,,1873,,462,,12002,,0,,74189,,38.17,,0.9,,0.22,,5.82,,0,,45.11,,920342,,37728,,9250,,344578,,1311898,,15.377,,20.1431,,0.1545,,28.71,,17.6832,,No
South Metro Area Regional Transit,Wilsonville,OR,46,46,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1849898,18,MB,DO,12,44779,,7061,,858,,7044,,0,,59742,,26.35,,3.6,,0.43,,4.56,,0,,34.94,,1211704,,121670,,33231,,377439,,1744044,,27.0596,,17.2313,,0.7421,,53.583,,29.1929,,No
Medina County Public Transit,Medina,OH,5198,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1780673,18,DR,DO,11,31680,,0,,0,,3305,,0,,34985,,28.32,,0,,0,,1.84,,0,,30.16,,501440,,0,,0,,79819,,581259,,15.8283,,,,0,,24.151,,16.6145,,No
ART (Asheville Redefines Transit),Asheville,NC,4005,40005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,280648,17,MB,DO,17,100873,,16153,,4293,,2136,,0,,123455,,61,,8,,2,,2,,0,,73,,2125525,,324630,,93667,,43856,,2587678,,21.0713,,20.0972,,0.9286,,20.5318,,20.9605,,No
Jackson Transit Authority,Jackson,TN,4057,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,71880,16,MB,DO,9,45718,,9308,,0,,4004,,0,,59030,,22.5,,4.9,,0,,2.1,,0,,29.5,,803773,,183301,,0,,93715,,1080789,,17.5811,,19.6928,,0,,23.4053,,18.3091,,No
Middletown Transit District,Middletown,CT,1063,10063,Independent Public Agency or Authority of Transit Service,Full Reporter,924859,16,MB,DO,9,33942,,4400,,4220,,15565,,0,,58127,,20,,2,,3,,8,,0,,33,,708490,,65410,,45154,,291465,,1110519,,20.8735,,14.8659,,1.3303,,18.7257,,19.105,,No
Jackson Transit Authority,Jackson,TN,4057,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,71880,16,DR,DO,7,16227,,3990,,0,,1716,,0,,21933,,7.5,,2.1,,0,,0.9,,0,,10.5,,331584,,98700,,0,,50462,,480746,,20.4341,,24.7368,,0,,29.4068,,21.9188,,No
Middletown Transit District,Middletown,CT,1063,10063,Independent Public Agency or Authority of Transit Service,Full Reporter,924859,16,DR,DO,7,19420,,416,,264,,3343,,0,,23443,,11,,1.5,,0.8,,2.7,,0,,16,,315517,,9282,,5994,,53668,,384461,,16.247,,22.3125,,0.3087,,16.0538,,16.3998,,No
Ohio Valley Regional Transportation Authority,Wheeling,WV,3035,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,81249,16,DR,DO,2,3695,,1859,,200,,1338,,0,,7092,,2,,1.3,,0.1,,0.8,,0,,4.2,,83107,,52316,,5813,,42651,,183887,,22.4917,,28.142,,1.5732,,31.8767,,25.9288,,No
Jackson County Mass Transit District,Carbondale,IL,5204,50204,Independent Public Agency or Authority of Transit Service,Full Reporter,67821,16,MB,DO,16,47356,,0,,0,,5821,,0,,53177,,30,,0,,0,,4,,0,,34,,543945,,0,,0,,126553,,670498,,11.4863,,,,0,,21.7408,,12.6088,,No
Ohio Valley Regional Transportation Authority,Wheeling,WV,3035,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,81249,16,MB,DO,14,56525,,14125,,1515,,7582,,0,,79747,,29,,6.8,,0.8,,4.2,,0,,40.8,,1207029,,296460,,32940,,241687,,1778116,,21.3539,,20.9883,,0.5828,,31.8764,,22.297,,No
"Opportunity Enterprises, Inc.",Valparaiso,IN,5131,50131,Private-Non-Profit Corporation,Full Reporter,8608208,15,DR,DO,15,30659,,0,,52,,3101,,0,,33812,,17,,0,,0.03,,3,,0,,20.03,,329345,,0,,914,,69892,,400151,,10.7422,,,,0.0298,,22.5385,,11.8346,,No
Albany Transit System,Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95779,14,MB,DO,8,62563,,4035,,2581,,9557,,40,,78776,,29.3,,2.6,,5.9,,4.8,,0,,42.6,,861084,,108157,,41248,,323085,,1333574,,13.7635,,26.8047,,0.6593,,33.8061,,16.9287,,No
Albany Transit System,Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95779,14,DR,DO,6,10676,,657,,301,,2442,,36,,14112,,4.7,,0.4,,0.1,,1.2,,0,,6.4,,166686,,17607,,5031,,68298,,257622,,15.6132,,26.7991,,0.4712,,27.9681,,18.2555,,No
City of Commerce Municipal Buslines,Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,14,DR,DO,4,8085,,1213,,601,,280,,0,,10179,,5.1,,1.1,,0.7,,0.5,,0,,7.4,,329793,,20169,,10220,,15512,,375694,,40.7907,,16.6274,,1.2641,,55.4,,36.9087,,No
"Jolley Trolley Transportation of Clearwater, Inc.",Clearwater,FL,,40259,Private-Non-Profit Corporation,Full Reporter,2441770,14,MB,DO,14,37042,,11904,,0,,9620,,0,,58566,,19,,5,,0,,4,,0,,28,,568767,,213601,,0,,310418,,1092786,,15.3547,,17.9436,,0,,32.268,,18.6591,,No
"South Lake County Community Services, Inc.",Crown Point,IN,5167,50167,Private-Non-Profit Corporation,Full Reporter,8608208,14,DR,DO,14,31785,,0,,0,,1560,,0,,33345,,18,,0,,0,,1,,0,,19,,385394,,0,,0,,41698,,427092,,12.125,,,,0,,26.7295,,12.8083,,No
City of Commerce Municipal Buslines,Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,14,MB,DO,10,64417,,4372,,1225,,462,,0,,70476,,34.7,,3.1,,5.1,,0.22,,0,,43.12,,1767665,,124870,,36212,,27159,,1955906,,27.441,,28.5613,,0.5621,,58.7857,,27.7528,,No
Milford Transit District,Milford,CT,1107,10107,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,13,DR,DO,7,18559,,2910,,132,,5189,,0,,26790,,10,,2,,0.5,,3,,0,,15.5,,390790,,55727,,1355,,84547,,532419,,21.0566,,19.1502,,0.073,,16.2935,,19.8738,,No
Milford Transit District,Milford,CT,1107,10107,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,13,MB,DO,6,21980,,5601,,452,,6371,,0,,34404,,11,,3,,1,,4,,0,,19,,570770,,121302,,4858,,135386,,832316,,25.9677,,21.6572,,0.221,,21.2504,,24.1924,,No
Delaware County Transit Board,Delaware,OH,5199,50199,Independent Public Agency or Authority of Transit Service,Full Reporter,1368035,12,MB,DO,7,27426,,2601,,0,,7002,,0,,37029,,29,,1.81,,0,,4,,0,,34.81,,406346,,66675,,0,,264352,,737373,,14.8161,,25.6344,,0,,37.7538,,19.9134,,No
Delaware County Transit Board,Delaware,OH,5199,50199,Independent Public Agency or Authority of Transit Service,Full Reporter,1368035,12,DR,DO,5,17845,,1693,,0,,4556,,0,,24094,,18,,1.19,,0,,3,,0,,22.19,,220613,,36199,,0,,143522,,400334,,12.3627,,21.3816,,0,,31.5018,,16.6155,,No
