State,Agency,AgencyNTDID,AgencyID,OrgType,ReporterType,UZA Size,WholeAgencyVOMsSize,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount 
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,VP,Part Time,279,716,29,,356,"1,101",,"1,101",1.0,0.3,,0.8,2.0,,2.0
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,Total,,390,"366,319","51,391","5,415","47,809","470,934",,"470,934",236.0,30.7,3.0,32.6,302.3,,302.3
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,CB,Full Time,183,"469,689","170,266","46,585","103,279","789,819","11,503","801,322",255.2,95.9,29.8,59.0,439.9,6.9,446.8
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,CB,Part Time,183,"118,048",6,34,395,"118,483",,"118,483",84.9,,0.1,7.0,92.0,,92.0
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,LR,Full Time,26,"151,342","61,602","142,329","80,712","435,985","615,883","1,051,868",88.7,37.5,85.8,49.2,261.1,367.0,628.1
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,LR,Part Time,26,,,15,32,47,,47,,,,,,,
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,SR,Full Time,2,"21,058","8,930","5,003","15,374","50,365","11,531","61,896",10.3,5.0,3.1,8.8,27.2,6.9,34.0
WA,Central Puget Sound Regional Transit Authority(ST),00040,0040,Authority,Full Reporter: Operating,Over 1 million,250-499,Total,,211,"760,137","240,804","193,966","199,792","1,394,699","638,917","2,033,616",439.1,138.4,118.8,124.0,820.2,380.8,"1,201.0"
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,CB,Full Time,40,"59,318","10,924","2,220","8,654","81,116",,"81,116",29.1,5.4,1.2,7.7,43.4,,43.4
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,CB,Part Time,40,"11,652",628,,,"12,280",,"12,280",9.0,0.5,,,9.5,,9.5
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,DR,Full Time,44,"94,842","10,839","3,977","16,427","126,085",,"126,085",55.2,10.2,2.3,14.7,82.3,,82.3
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,DR,Part Time,44,"57,107","1,777",,,"58,884",,"58,884",17.1,1.0,,,18.1,,18.1
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,54,"277,046","51,020","10,370","40,419","378,855","1,905","380,760",135.8,25.0,5.7,36.1,202.6,1.0,203.6
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,54,"54,421","2,936",,,"57,357",,"57,357",42.0,2.5,,,44.4,,44.4
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,VP,Full Time,36,,,493,900,"1,393",,"1,393",,,0.3,0.4,0.7,,0.7
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),00024,0024,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,174,"554,386","78,124","17,060","66,400","715,970","1,905","717,875",288.0,44.5,9.5,59.0,401.0,1.0,402.0
WA,Everett Transit(ET),00005,0005,City,Full Reporter: Operating,Over 1 million,50-99,DR,Full Time,20,"68,091","8,032","1,995","18,329","96,447",,"96,447",38.1,3.4,1.4,9.9,52.8,,52.8
WA,Everett Transit(ET),00005,0005,City,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,32,"128,152","15,278","10,842","31,996","186,268",,"186,268",80.5,6.8,6.3,17.0,110.6,,110.6
WA,Everett Transit(ET),00005,0005,City,Full Reporter: Operating,Over 1 million,50-99,Total,,52,"196,243","23,310","12,837","50,325","282,715",,"282,715",118.6,10.2,7.7,26.9,163.4,,163.4
WA,Intercity Transit(I.T.),00019,0019,Authority,Full Reporter: Operating,"Under 200,000",250-499,CB,Full Time,9,"25,793","4,374",761,"4,536","35,464",,"35,464",13.9,2.5,0.4,2.5,19.3,,19.3
WA,Intercity Transit(I.T.),00019,0019,Authority,Full Reporter: Operating,"Under 200,000",250-499,DR,Full Time,35,"111,157","16,522","3,333","19,859","150,871",,"150,871",55.8,9.6,1.7,11.0,78.1,,78.1
WA,Intercity Transit(I.T.),00019,0019,Authority,Full Reporter: Operating,"Under 200,000",250-499,MB,Full Time,50,"265,295","44,994","8,988","53,551","372,828",,"372,828",144.3,26.1,4.7,29.7,204.8,,204.8
WA,Intercity Transit(I.T.),00019,0019,Authority,Full Reporter: Operating,"Under 200,000",250-499,VP,Full Time,216,"12,390","4,721",377,"2,244","19,732",,"19,732",7.0,2.7,0.2,1.2,11.1,,11.1
WA,Intercity Transit(I.T.),00019,0019,Authority,Full Reporter: Operating,"Under 200,000",250-499,Total,,310,"414,635","70,611","13,459","80,190","578,895",,"578,895",221.0,40.9,7.0,44.4,313.3,,313.3
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,919,"2,459,325","856,200","320,691","243,963","3,880,179","47,545","3,927,724","1,499.4",501.1,204.4,148.3,"2,353.2",65.1,"2,418.2"
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Part Time,919,"795,144",,848,"9,641","805,633",827,"806,460",765.6,,1.7,10.7,778.0,2.4,780.3
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",SR,Full Time,3,"21,729","4,893","3,267","5,722","35,611",751,"36,362",11.1,6.0,2.1,4.3,23.5,,23.5
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",TB,Full Time,129,"344,116","147,273","99,765","36,409","627,563","14,557","642,120",209.8,86.2,58.1,22.1,376.2,13.7,389.8
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",TB,Part Time,129,"111,316",,120,"1,386","112,822",116,"112,938",107.2,,0.2,1.6,109.0,0.3,109.3
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",VP,Full Time,1390,,,857,"53,677","54,534","2,044","56,578",,,0.5,31.4,31.9,1.4,33.3
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",VP,Part Time,1390,,,,"1,531","1,531",,"1,531",,,,1.0,1.0,,1.0
WA,King County Department of Transportation - Metro Transit Division(King County Metro),00001,0001,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,2441,"3,731,630","1,008,366","425,548","352,329","5,517,873","65,840","5,583,713","2,593.1",593.3,266.9,219.4,"3,672.8",82.8,"3,755.5"
WA,King County Ferry District(KCFD),00054,0054,Authority,Full Reporter: Operating,Over 1 million,under 10,FB,Full Time,2,"19,680","5,919",184,"11,080","36,863",,"36,863",11.7,4.3,0.1,6.2,22.2,,22.2
WA,King County Ferry District(KCFD),00054,0054,Authority,Full Reporter: Operating,Over 1 million,under 10,FB,Part Time,2,"2,963",857,,507,"4,327",,"4,327",17.0,9.0,,0.2,26.2,,26.2
WA,King County Ferry District(KCFD),00054,0054,Authority,Full Reporter: Operating,Over 1 million,under 10,Total,,2,"22,643","6,776",184,"11,587","41,190",,"41,190",28.7,13.3,0.1,6.4,48.4,,48.4
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,DR,Full Time,86,"102,792","10,993","8,909","22,011","144,705","1,524","146,229",59.0,6.0,5.2,12.8,83.0,0.7,83.7
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,DR,Part Time,86,"29,085","2,644",,934,"32,663",345,"33,008",23.0,1.5,,1.0,25.5,0.3,25.8
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,MB,Full Time,86,"147,203","45,784","13,663","33,757","240,407","2,337","242,744",85.0,25.0,8.0,19.6,137.6,1.1,138.7
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,MB,Part Time,86,"52,127","11,014",,"1,432","64,573",529,"65,102",87.0,6.2,,1.6,94.8,0.5,95.3
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,VP,Full Time,94,"6,980","1,921",816,"2,016","11,733",140,"11,873",4.0,1.0,0.5,1.2,6.7,0.1,6.8
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,VP,Part Time,94,,462,,85,547,31,578,,0.3,,0.1,0.4,0.0,0.4
WA,Kitsap Transit,00020,0020,Authority,Full Reporter: Operating,"Under 200,000",250-499,Total,,266,"338,187","72,818","23,388","60,235","494,628","4,906","499,534",258.0,40.0,13.7,36.3,348.0,2.7,350.7
WA,Link Transit,00043,0043,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,14,"25,856","3,249","1,522","6,780","37,407",,"37,407",14.0,1.9,0.8,3.7,20.4,,20.4
WA,Link Transit,00043,0043,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,14,6,,257,,263,,263,,,0.2,,0.2,,0.2
WA,Link Transit,00043,0043,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,28,"100,958","22,922","6,183","27,544","157,607",558,"158,165",57.0,13.0,3.4,14.8,88.2,0.3,88.5
WA,Link Transit,00043,0043,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,28,"6,479",,"1,046",,"7,525",,"7,525",6.4,,0.8,,7.2,,7.2
WA,Link Transit,00043,0043,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,42,"133,299","26,171","9,008","34,324","202,802",558,"203,360",77.4,14.9,5.2,18.5,116.0,0.3,116.3
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,DR,Full Time,30,"68,394","4,420","1,208","20,185","94,207",,"94,207",38.0,2.0,1.0,11.0,52.0,,52.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,DR,Part Time,30,"5,724",,,"1,757","7,481",,"7,481",2.0,,,1.0,3.0,,3.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Full Time,120,"791,374","137,083","51,175","138,671","1,118,303",,"1,118,303",391.0,73.0,27.0,73.0,564.0,,564.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Part Time,120,"140,606",,,"1,783","142,389",,"142,389",59.0,,,2.0,61.0,,61.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,VP,Full Time,311,"18,148","7,944","2,612","9,930","38,634",,"38,634",10.0,4.0,1.0,5.0,20.0,,20.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,VP,Part Time,311,,,,186,186,,186,,,,1.0,1.0,,1.0
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),00003,0003,Authority,Full Reporter: Operating,Over 1 million,500-999,Total,,461,"1,024,246","149,447","54,995","172,512","1,401,200",,"1,401,200",500.0,79.0,29.0,93.0,701.0,,701.0
WA,RiverCities Transit(RCT),00016,0016,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Full Time,9,"29,369","2,661","1,005","5,191","38,226",,"38,226",16.4,4.0,0.6,3.1,24.1,,24.1
WA,RiverCities Transit(RCT),00016,0016,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Part Time,9,"11,938",,,624,"12,562",,"12,562",10.0,,,,10.0,,10.0
WA,RiverCities Transit(RCT),00016,0016,City,Full Reporter: Operating,"Under 200,000",10-24,Total,,9,"41,307","2,661","1,005","5,815","50,788",,"50,788",26.4,4.0,0.6,3.1,34.1,,34.1
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,CB,Full Time,5,"7,595","2,364",620,"2,020","12,599",12,"12,611",4.1,1.2,0.3,1.1,6.7,,6.7
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,CB,Part Time,5,"3,001",,,116,"3,117",,"3,117",2.3,,,0.6,2.8,,2.8
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,14,"38,218","5,180","2,470","8,566","54,434",61,"54,495",22.5,3.1,1.1,4.9,31.5,0.0,31.6
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,14,"9,166",,,,"9,166",,"9,166",8.9,,,,8.9,,8.9
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,15,"58,184","15,992","4,547","14,986","93,709",73,"93,782",32.5,8.2,2.1,8.5,51.3,0.0,51.3
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,15,"21,328",,,711,"22,039",,"22,039",16.8,,,3.4,20.2,,20.2
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,VP,Full Time,51,,"2,041",733,"2,002","4,776",,"4,776",,0.9,0.3,1.1,2.4,,2.4
WA,Skagit Transit,00044,0044,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,85,"137,492","25,577","8,370","28,401","199,840",146,"199,986",87.1,13.4,3.8,19.7,124.0,0.1,124.0
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,CB,Full Time,44,"100,872","28,809","3,695","22,561","155,937","3,925","159,862",56.6,16.8,2.2,12.8,88.4,2.2,90.6
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,CB,Part Time,44,"2,294",,,316,"2,610",,"2,610",2.0,,,0.5,2.5,,2.5
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Full Time,93,"478,564","76,668","16,301","108,801","680,334","17,806","698,140",268.4,44.6,9.7,61.8,384.5,10.0,394.5
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Part Time,93,"10,912",,,"1,522","12,434",,"12,434",9.7,,,2.4,12.1,,12.1
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,VP,Full Time,373,"10,788","9,471","1,206","12,715","34,180",779,"34,959",6.3,5.6,0.7,7.3,19.9,0.4,20.3
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,VP,Part Time,373,,,,253,253,,253,,,,0.4,0.4,,0.4
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),00029,0029,Authority,Full Reporter: Operating,Over 1 million,500-999,Total,,510,"603,430","114,948","21,202","146,168","885,748","22,510","908,258",343.0,67.0,12.6,85.2,507.8,12.6,520.4
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,DR,Full Time,57,"132,046","25,258",,"24,751","182,055",207,"182,262",75.0,13.0,,14.2,102.2,0.1,102.3
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,DR,Part Time,57,"7,130",,,632,"7,762",,"7,762",5.0,,,0.4,5.4,,5.4
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Full Time,112,"510,991","107,434","37,161","89,737","745,323",752,"746,075",280.9,59.8,19.3,51.3,411.3,0.4,411.7
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Part Time,112,"25,219",,,"2,293","27,512",,"27,512",37.0,,,1.5,38.5,,38.5
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,VP,Full Time,99,,,,"5,540","5,540",14,"5,554",,,,3.0,3.0,0.0,3.0
WA,Spokane Transit Authority(STA),00002,0002,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,Total,,268,"675,386","132,692","37,161","122,953","968,192",973,"969,165",397.9,72.8,19.3,70.4,560.4,0.5,560.9
WA,Washington State Ferries(WSF),00035,0035,State Government,Full Reporter: Operating,Over 1 million,10-24,FB,Full Time,19,"2,358,743","237,746","120,556","104,105","2,821,150","198,132","3,019,282","1,271.0",171.0,66.0,66.0,"1,574.0",104.0,"1,678.0"
WA,Washington State Ferries(WSF),00035,0035,State Government,Full Reporter: Operating,Over 1 million,10-24,FB,Part Time,19,"450,340","2,612",,"12,924","465,876",,"465,876",304.0,3.0,,16.0,323.0,,323.0
WA,Washington State Ferries(WSF),00035,0035,State Government,Full Reporter: Operating,Over 1 million,10-24,Total,,19,"2,809,083","240,358","120,556","117,029","3,287,026","198,132","3,485,158","1,575.0",174.0,66.0,82.0,"1,897.0",104.0,"2,001.0"
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,DR,Full Time,29,"90,143","13,374","1,274","18,606","123,397",,"123,397",48.9,7.1,0.6,10.7,67.3,,67.3
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,DR,Part Time,29,,,,247,247,,247,,,,0.4,0.4,,0.4
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,MB,Full Time,44,"199,817","27,750","6,970","31,324","265,861",,"265,861",117.1,14.7,4.3,18.1,154.2,,154.2
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,MB,Part Time,44,"1,155",,"1,377","1,295","3,827",,"3,827",1.0,,,2.8,3.8,,3.8
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,VP,Full Time,33,58,294,40,419,811,,811,,0.2,,0.2,0.4,,0.4
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,VP,Part Time,33,"1,066",,,6,"1,072",,"1,072",0.9,,,,0.9,,0.9
WA,Whatcom Transportation Authority(WTA),00021,0021,Authority,Full Reporter: Operating,"Under 200,000",100-249,Total,,106,"292,239","41,418","9,661","51,897","395,215",,"395,215",167.9,22.0,4.9,32.2,227.0,,227.0
WA,Yakima Transit(YT),00006,0006,City,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,19,"53,521","4,065",,"6,751","64,337",,"64,337",34.0,3.0,,6.0,43.0,,43.0
WA,Yakima Transit(YT),00006,0006,City,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,19,"21,827","3,958",,730,"26,515",,"26,515",23.0,5.0,,1.0,29.0,,29.0
WA,Yakima Transit(YT),00006,0006,City,Full Reporter: Operating,"Under 200,000",50-99,VP,Full Time,20,54,,,171,225,,225,0.0,,,0.1,0.1,,0.1
WA,Yakima Transit(YT),00006,0006,City,Full Reporter: Operating,"Under 200,000",50-99,VP,Part Time,20,420,,,227,647,,647,0.4,,,0.2,0.5,,0.5
WA,Yakima Transit(YT),00006,0006,City,Full Reporter: Operating,"Under 200,000",50-99,Total,,39,"75,822","8,023",,"7,879","91,724",,"91,724",57.4,8.0,,7.3,72.7,,72.7
WI,Belle Urban System - Racine(The Bus),50006,5006,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,7,,"2,315",,"1,866","4,181",,"4,181",,1.4,,1.2,2.6,,2.6
WI,Belle Urban System - Racine(The Bus),50006,5006,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,7,"14,903",,217,,"15,120",,"15,120",9.0,,0.2,,9.2,,9.2
WI,Belle Urban System - Racine(The Bus),50006,5006,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,29,"73,379","11,659",,"9,217","94,255",,"94,255",39.0,6.0,,5.0,50.0,,50.0
WI,Belle Urban System - Racine(The Bus),50006,5006,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,29,"18,671","1,617","1,557",,"21,845",,"21,845",20.0,1.6,2.8,,24.4,,24.4
WI,Belle Urban System - Racine(The Bus),50006,5006,City,Full Reporter: Operating,"Under 200,000",25-49,Total,,36,"106,953","15,591","1,774","11,083","135,401",,"135,401",68.0,9.0,3.0,6.2,86.2,,86.2
