Last Report Year,NTD ID,AgencyID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,80265,8R05-030,"Southwest Sublette County Pioneers, Inc.",Active,Rural Reporter,Big Piney,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,511 ","$23,549 "
2017,80266,8R03-019,Trenton Indian Service Area Aging Program,Active,Reduced Reporter,Trenton,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$84,745 ","$85,113 ","$50,804 "
2017,80267,8R01-016,"Senior Resource Development Agency, Pueblo, Inc.(SRDA)",Active,Rural Reporter,Pueblo,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$588,206 ","$596,555 ","$733,091 "
2017,80268,8R03-017,Southwest Transportation Services(Southwest Transit),Active,Rural Reporter,Bowman,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$317,838 ","$308,467 ","$323,328 "
2017,80269,8R02-032,"West Yellowstone Foundation, Inc.(West Yellowstone)",Active,Rural Reporter,West Yellowstone,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$67,834 ","$59,536 ","$49,651 "
2017,80269,8R02-032,"West Yellowstone Foundation, Inc.(West Yellowstone)",Active,Rural Reporter,West Yellowstone,MT,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80270,8R03-002,Golden Valley/Billings County Council On Aging,Active,Rural Reporter,Beach,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$162,300 ","$181,147 ","$159,456 "
2017,80270,8R03-002,Golden Valley/Billings County Council On Aging,Active,Rural Reporter,Beach,ND,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80271,8R04-021,"Yankton Transit, Inc.",Active,Rural Reporter,Yankton,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$738,761 ","$674,272 ","$650,518 "
2017,80274,8R01-047,"The Canon City Golden Age Council, Inc(Fremont County Transit)",Active,Rural Reporter,Canon City,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$183,174 ","$238,997 ","$240,222 "
2017,80275,8R01-058,City of Cripple Creek,Active,Rural Reporter,Cripple Creek,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$365,166 ","$326,162 ","$323,956 "
2017,80275,8R01-058,City of Cripple Creek,Active,Rural Reporter,Cripple Creek,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$80,158 ","$57,558 ","$57,168 "
2016,80277,8R05-056,AllTrans Inc.,Inactive,Rural Reporter,,WY,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80280,8R01-002,Archuleta County Transportation/Mountain Express Transit(MET),Active,Rural Reporter,Pagosa Springs ,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,046 "
2017,80280,8R01-002,Archuleta County Transportation/Mountain Express Transit(MET),Active,Rural Reporter,Pagosa Springs ,CO,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$116,747 "
2017,80282,8R04-006,Inter-Lakes Community Action,Active,Rural Reporter,Madison,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$109,597 ","$111,452 ","$126,243 "
2017,80284,8R06-001,Park City Municipal Corporation(PCT),Active,Rural Reporter,Park City,UT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$619,071 ","$721,071 ","$759,641 "
2017,80284,8R06-001,Park City Municipal Corporation(PCT),Active,Rural Reporter,Park City,UT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$7,119,314 ","$8,342,327 ","$9,368,367 "
2017,80285,8R01-019,Via Mobility Services,Active,Rural Reporter,Boulder,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$4,206,125 ","$4,300,832 ","$4,564,437 "
2017,80285,8R01-019,Via Mobility Services,Active,Rural Reporter,Boulder,CO,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80287,8R05-004,Goshen County Senior Friendship Center,Active,Rural Reporter,Torrington,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$211,170 ","$201,032 ","$220,985 "
2017,80288,8R05-027,Weston County Senior Services,Active,Rural Reporter,Newcastle,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$117,053 ","$86,260 ","$85,850 "
2017,80289,8R01-013,Roaring Fork Transportation Authority,Active,Rural Reporter,Westcliffe,CO,2010,,,,,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$11,023,611 ","$11,436,572 ","$11,942,679 "
2017,80289,8R01-013,Roaring Fork Transportation Authority,Active,Rural Reporter,Westcliffe,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$795,529 ","$821,414 ","$857,947 "
2017,80289,8R01-013,Roaring Fork Transportation Authority,Active,Rural Reporter,Westcliffe,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$9,064,225 ","$9,823,474 ","$9,795,262 "
2017,80289,8R01-013,Roaring Fork Transportation Authority,Active,Rural Reporter,Westcliffe,CO,2010,,,,,Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$8,317,285 ","$8,397,276 ","$8,506,328 "
2017,80290,8R03-035,Hazen Busing Project,Active,Rural Reporter,Hazen,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$159,089 ","$157,768 ","$116,403 "
2017,80292,8R01-014,"Seniors' Resource Center, Inc",Active,Rural Reporter,Denver,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$381,662 ","$356,650 ","$461,328 "
2017,80292,8R01-014,"Seniors' Resource Center, Inc",Active,Rural Reporter,Denver,CO,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80293,8R05-045,Rehabilitation Enterprises of North Eastern Wyoming (RENEW)(RENEW),Active,Rural Reporter,Sheridan,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$147,458 ","$160,860 "
2017,80294,8R05-029,"Star Valley Senior Citizens, Inc",Active,Rural Reporter,Afton,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$28,362 ","$26,022 ","$31,235 "
2017,80296,8R03-018,Walsh County Transportation Program ,Active,Rural Reporter,Park River,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$195,957 ","$190,793 ","$193,345 "
2017,80297,8R04-016,Spink County Public Transit,Active,Rural Reporter,Redfield,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$78,938 ","$107,023 ","$107,786 "
2017,80300,8R04-004,"Community Transit, Inc.",Active,Rural Reporter,Sisseton,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$566,388 ","$572,710 ","$576,936 "
2017,80301,8R05-043,Rendezvous Pointe,Active,Rural Reporter,Pinedale,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,756 ","$83,720 "
2017,80302,8R03-015,Souris Basin Transit,Active,Rural Reporter,Minot,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,402,900 ","$1,499,067 ","$1,623,505 "
2017,80302,8R03-015,Souris Basin Transit,Active,Rural Reporter,Minot,ND,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80303,8R03-010,City of Minot ,Active,Rural Reporter,Minot,ND,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80303,8R03-010,City of Minot ,Active,Rural Reporter,Minot,ND,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$734,189 ","$632,565 ","$956,223 "
2017,88116,8T07,Northern Cheyenne Tribe(NCT),Active,Reduced Reporter,Lame Deer,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,000 ","$15,643 "
2017,88116,8T07,Northern Cheyenne Tribe(NCT),Active,Reduced Reporter,Lame Deer,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$252,461 ","$197,258 ","$184,296 "
2017,88122,8T08,Oglala Sioux Tribe(OSTDOT),Active,Reduced Reporter,Pine Ridge,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$839,603 ","$988,639 ","$931,343 "
2017,88128,8T11,Spirit Lake Tribe,Active,Reduced Reporter,Fort Totten,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$141,122 ","$223,736 ","$329,441 "
2017,88134,8T04,Confederated Salish and Kootenai Tribes(CSKT),Active,Reduced Reporter,Pablo,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$561,309 ","$570,680 ","$421,733 "
2017,88134,8T04,Confederated Salish and Kootenai Tribes(CSKT),Active,Reduced Reporter,Pablo,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,159,442 ","$1,169,715 ","$920,091 "
2017,88140,8T12,Standing Rock Public Transportation,Active,Reduced Reporter,Fort Yates,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$800,689 ","$941,006 ","$1,037,724 "
2017,88140,8T12,Standing Rock Public Transportation,Active,Reduced Reporter,Fort Yates,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,88146,8T13,Turtle Mountain Band of Chippewa Indian,Active,Reduced Reporter,Belcourt,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,88146,8T13,Turtle Mountain Band of Chippewa Indian,Active,Reduced Reporter,Belcourt,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$81,137 ","$62,559 ","$139,901 "
2017,88152,8T01,Blackfeet Nation Transit Department(Blackfeet Transportation),Active,Reduced Reporter,Browning,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$186,826 ","$149,640 ","$319,560 "
2017,88158,8T02,Cheyenne River Sioux Tribe,Active,Reduced Reporter,Eagle Butte,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$997,500 ","$992,135 ","$992,135 "
2017,88164,8T03,Chippewa Cree Tribe,Active,Reduced Reporter,Box Elder,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$96,193 ","$69,870 ","$156,907 "
2017,88164,8T03,Chippewa Cree Tribe,Active,Reduced Reporter,Box Elder,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$130,144 ","$158,091 ","$165,886 "
2017,88170,8T05,Fort Belknap Indian Community(FBIC),Active,Reduced Reporter,Harlem,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$209,386 ","$192,115 ","$242,861 "
2017,88176,8T06,Lower Brule Sioux Tribe,Active,Reduced Reporter,Lower Brule,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$464,536 ","$338,814 "
2017,88176,8T06,Lower Brule Sioux Tribe,Active,Reduced Reporter,Lower Brule,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$300,711 ",,
2017,88182,8T09,Rosebud Sioux Tribe(RST),Active,Reduced Reporter,Rosebud ,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$503,492 ","$576,754 ","$742,727 "
2017,88188,8T14,Crow Tribe of Indians,Active,Reduced Reporter,Crow Agency,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$26,153 ","$26,654 ","$48,653 "
2017,88188,8T14,Crow Tribe of Indians,Active,Reduced Reporter,Crow Agency,MT,2010,Montana Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$409,731 ","$327,635 ","$637,486 "
2017,88194,8T16,Yankton Sioux Tribe,Active,Reduced Reporter,Wagner,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$12,207 ","$15,204 ","$73,504 "
2017,88194,8T16,Yankton Sioux Tribe,Active,Reduced Reporter,Wagner,SD,2010,South Dakota Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$309,144 ","$288,885 ","$239,625 "
2017,88200,8T19,Ute Tribe,Active,Reduced Reporter,Fort Duchesne,UT,2010,Utah Non-UZA,0,0,0,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,88200,8T19,Ute Tribe,Active,Reduced Reporter,Fort Duchesne,UT,2010,Utah Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$259,003 ","$181,648 ","$198,553 "
2014,88212,8T21,Ute Mountain Ute Tribe,Inactive,Reduced Reporter,,CO,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,88213,,Lake County CO,Active,Rural Reporter,Leadville,CO,2010,,,,,New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$262,945 "
2017,88214,,San Miguel County,Active,Rural Reporter,Norwood,CO,2010,,,,,Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$250,000 ","$283,408 ",
2017,88214,,San Miguel County,Active,Rural Reporter,Norwood,CO,2010,,,,,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 ","$4,696 ","$13,767 "
2017,88215,,Montrose County Seniors,Active,Rural Reporter,Montrose,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,282,661 "
2017,88215,,Montrose County Seniors,Active,Rural Reporter,Montrose,CO,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,88216,,City of Dillon(City of Dillon),Active,Rural Reporter,DIllon,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$64,335 ","$66,256 ","$77,826 "
2017,88217,,Fallon County (Fallon County COA Trans. System ),Active,Rural Reporter,Baker,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$97,119 ","$99,058 ","$98,027 "
2017,88218,,Powell County Public Transportation(Powell County ),Active,Rural Reporter,Deer Lodge,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$47,989 ","$39,643 ","$47,368 "
2017,88219,,"Powell Senior Citizens Ago-Go, Inc.",Active,Rural Reporter,Powell,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$93,605 ","$115,640 ","$137,854 "
2017,88220,,City of Hartford - Hartford City Transit ,Active,Rural Reporter,Hartford ,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$33,146 ","$45,446 ","$46,801 "
2017,88222,,Wildrose Public Transportation,Active,Rural Reporter,Wildrose,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,088 ","$60,579 "
2017,88223,,Warm Valley Senior Center,Active,Rural Reporter,Ft. Washakie,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,932 ","$9,402 "
2017,88224,,Washakie County Senior Citizens Center,Active,Rural Reporter,Worland,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$67,337 "
2017,88225,,City of Winter Park,Active,Rural Reporter,Winter Park,CO,2010,,,,,Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$133,190 ","$90,716 "
2017,88225,,City of Winter Park,Active,Rural Reporter,Winter Park,CO,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$231,326 ","$149,010 "
2017,88225,,City of Winter Park,Active,Rural Reporter,Winter Park,CO,2010,,,,,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,856,431 ","$1,860,216 "
2017,88226,,Town of Telluride,Active,Rural Reporter,Telluride,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$996,885 ","$971,869 "
2017,88228,,Town of Avon,Active,Rural Reporter,Avon,CO,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,044,800 "
2017,88229,,Bent County(BCT),Active,Rural Reporter,Las Animas,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,642 "
2017,88229,,Bent County(BCT),Active,Rural Reporter,Las Animas,CO,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,260 "
2017,88230,,Teller Senior Coalition,Active,Rural Reporter,Woodland Park,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$195,981 "
2017,88230,,Teller Senior Coalition,Active,Rural Reporter,Woodland Park,CO,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,222 "
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,"$384,775 ","$382,143 ","$378,527 ","$403,096 ","$389,905 ","$409,052 "
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,DR,PT,Operating,,"$1,523,946 ","$2,001,437 ","$2,129,702 ","$2,255,275 ","$2,327,282 ","$2,427,950 ","$2,735,825 ","$3,170,576 ","$3,670,667 ","$3,915,413 ","$4,367,268 ","$4,542,712 ","$5,203,278 ","$6,006,620 ","$5,995,745 ","$6,710,649 ","$6,773,260 ","$6,604,674 ","$5,946,199 ","$5,872,398 ","$5,487,277 ","$5,819,514 ","$6,101,311 ","$6,246,876 ","$6,528,458 ","$7,046,059 "
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"$479,236 ","$395,872 ","$391,957 ","$370,898 ","$378,586 ","$399,348 ","$356,227 ","$441,459 "
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,MB,DO,Discontinued,"$10,019,301 ","$10,989,432 ","$11,604,650 ","$12,065,317 ","$12,548,351 ","$12,474,491 ","$12,263,138 ","$12,764,398 ","$13,023,705 ","$14,804,895 ","$15,971,495 ","$16,703,557 ","$19,089,677 ","$18,998,492 ","$21,890,070 ","$24,332,408 ","$26,527,653 ","$27,929,237 ","$27,334,223 ","$25,203,364 ","$25,728,187 ",$0 ,,$0 ,,,
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,MB,PT,Operating,,,,,,,,,,,"$525,608 ","$749,532 ","$554,741 ",,,,,,,,$0 ,"$23,989,890 ","$23,793,017 ","$23,843,115 ","$23,612,433 ","$23,790,448 ","$24,782,215 "
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,RB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,$0 ,,,
2017,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,"$61,380 ","$315,873 ","$390,839 ","$470,437 ","$728,078 ","$1,068,826 ","$1,034,906 ","$1,556,218 "
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,DR,DO,Discontinued,,,,,,,"$2,322,176 ","$9,932,425 ","$10,367,097 ","$11,540,811 ","$12,629,029 ","$13,360,338 ","$15,848,772 ","$16,240,729 ","$17,168,523 ",,,,,,$0 ,$0 ,,$0 ,,,
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,DR,PT,Operating,$0 ,$0 ,$0 ,$0 ,$0 ,"$507,925 ","$539,528 ","$547,232 ","$538,520 ","$537,838 ","$490,163 ","$479,907 ","$364,307 ","$333,826 ","$465,695 ","$22,108,691 ","$24,812,521 ","$28,232,875 ","$30,562,072 ","$30,197,994 ","$31,869,339 ","$33,177,475 ","$36,777,567 ","$37,169,102 ","$41,147,718 ","$45,134,331 ","$47,567,892 "
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"$1,986,162 ","$2,303,604 ","$2,967,931 ","$3,751,893 ","$3,359,972 ","$3,674,788 ","$4,765,865 ","$5,886,082 "
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,FB,PT,Discontinued,,,,,,,,,,,,,,,,,,"$4,272,897 ","$5,441,022 ",,$0 ,$0 ,,$0 ,,,
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,HR,PT,Building,,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,$0 ,$0 
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,MB,DO,Discontinued,"$81,193,636 ","$84,851,980 ","$90,571,917 ","$105,001,150 ","$87,506,258 ","$96,347,980 ","$99,090,520 ","$99,248,747 ","$91,980,749 ","$103,906,748 ","$112,701,457 ","$114,075,121 ","$119,674,261 ","$118,938,461 ","$127,068,678 ",,,,,,$0 ,$0 ,,$0 ,,,
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Existing 2017,MB,PT,Operating,,"$31,967 ","$288,126 ","$1,163,930 ","$762,611 ","$845,170 ",,,,,,,,,,"$137,935,534 ","$142,867,394 ","$154,331,288 ","$165,078,952 ","$162,938,207 ","$171,265,622 ","$178,871,978 ","$182,880,968 ","$184,051,463 ","$187,430,231 ","$188,462,119 ","$194,302,874 "
2017,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",New in 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,647 "
2017,90003,9003,San Francisco Bay Area Rapid Transit District(BART),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2017,DR,PT,Separate,,,,,,"$396,445 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$163,369 ","$172,145 ","$186,003 ","$200,324 ","$206,833 ","$8,196,171 ",,,,$0 ,$0 ,"$426,974 ","$443,123 ","$455,048 ","$523,965 ","$546,744 "
2017,90003,9003,San Francisco Bay Area Rapid Transit District(BART),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2017,HR,DO,Operating,"$200,284,150 ","$207,212,192 ","$203,828,026 ","$210,514,389 ","$211,042,596 ","$236,237,727 ","$257,370,217 ","$289,728,644 ","$289,440,438 ","$309,606,160 ","$327,744,543 ","$330,953,710 ","$331,785,489 ","$375,024,594 ","$411,858,139 ","$420,125,134 ","$458,909,745 ","$478,986,881 ","$484,177,232 ","$463,074,086 ","$450,366,069 ","$488,882,256 ","$525,014,638 ","$533,550,586 ","$575,457,469 ","$618,454,856 ","$618,691,516 "
2017,90003,9003,San Francisco Bay Area Rapid Transit District(BART),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2017,MB,PT,Separate,"$6,288,735 ","$6,523,814 ","$6,561,097 ","$6,911,335 ","$7,291,279 ","$6,291,511 ","$7,621,029 ","$2,201,573 ",,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,"$52,751 "
2017,90003,9003,San Francisco Bay Area Rapid Transit District(BART),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2017,MG,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$4,333,277 ","$7,006,324 ","$7,356,347 "
