5 digit NTDID,AgencyID,Reporter Name,Reporter Type,Mode,TOS,Bio Diesel,Bunker Fuel,C Nat Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquefied Nat Gas,Liquefied Petroleum Gas,Other Fuel,Other Energy Desc
90196,9196,Placer County Department of Public Works,Full Reporter: Operating,DR,PT,,,,,,,,,"19,572",,,,,,
90196,9196,Placer County Department of Public Works,Full Reporter: Operating,MB,DO,0,,"217,890",,"16,345",,,,"25,339",,,,,,
90196,9196,Placer County Department of Public Works,Full Reporter: Operating,MB,PT,,,,,,,,,"10,132",,,,,,
90196,9196,Placer County Department of Public Works,Full Reporter: Operating,VP,PT,,,,,,,,,"17,545",,,,,,
90197,9197,City of Tracy,Small Systems Reporter,DR,PT,,,0,,,,,,0,,,,,,
90197,9197,City of Tracy,Small Systems Reporter,MB,PT,,,0,,,,,,0,,,,,,
90198,9198,City of Porterville,Small Systems Reporter,DR,PT,,,0,,,,,,0,,,,,,
90198,9198,City of Porterville,Small Systems Reporter,MB,PT,0,,0,,0,,,,0,,,,,,
90199,9199,City of Madera,Small Systems Reporter,DR,PT,,,0,,,,,,0,,,,,,
90199,9199,City of Madera,Small Systems Reporter,MB,PT,,,0,,,,,,0,,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter: Operating,DR,PT,,,,,,,,,"20,289",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter: Operating,MB,PT,,,"167,555",,,,,,"8,198",,,,,,
90201,9201,City of Turlock,Full Reporter: Operating,DR,PT,,,"2,958",,,,,,"3,119",,,,,,
90201,9201,City of Turlock,Full Reporter: Operating,MB,PT,,,"33,047",,,,,,"4,977",,,,,,
90205,9205,City of Elk Grove,Full Reporter: Operating,CB,PT,,,"194,788",,,,,,,,,,,,
90205,9205,City of Elk Grove,Full Reporter: Operating,DR,PT,,,,,,,,,"28,557",,,,,,
90205,9205,City of Elk Grove,Full Reporter: Operating,MB,PT,,,"87,971",,,,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter: Operating,CB,DO,0,,,,"15,059",,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"88,626",,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"219,121",,,,"9,064",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter: Operating,DR,PT,,,,,,,,,"101,359",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter: Operating,MB,PT,0,,"205,551",,"184,897",,,,,,,,,,
90209,9209,"Valley Metro Rail, Inc.",Full Reporter: Operating,LR,PT,,,,,,,"17,850,200",,,,,,,,
90211,9211,Anaheim Transportation Network,Full Reporter: Operating,MB,PT,,,"142,975",,,,,,,,,"673,838","147,369",,
90213,9213,City of Petaluma,Full Reporter: Operating,DR,PT,,,,,,,,,"14,202",,,,,,
90213,9213,City of Petaluma,Full Reporter: Operating,MB,PT,0,,,,"52,341",,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter: Operating,DR,PT,,,"19,175",,,,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter: Operating,MB,PT,,,"130,226",,,,,,,,,,,,
90215,9215,Carson Area Metropolitan Planning Organization,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
90215,9215,Carson Area Metropolitan Planning Organization,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
90217,9217,City of Manteca,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
90217,9217,City of Manteca,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"16,000",,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"157,200",,,,,,,,,,
90220,9220,City of Folsom,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
90220,9220,City of Folsom,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter: Operating,DR,DO,,,,,,,,,"533,125",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter: Operating,DR,PT,,,,,,,,,"32,817",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter: Operating,FB,PT,0,,,,"2,206,909",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter: Operating,DR,PT,0,,,,"32,112",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter: Operating,MB,PT,0,,,,"133,294",,,,"33,280",,,,,,
90228,9228,"vRide, Inc. - Tucson",Full Reporter: Operating,VP,DO,,,,,,,,,"35,277",,,,,,
90229,9229,El Dorado County Transit Authority,Small Systems Reporter,CB,DO,0,,,,0,,,,,,,,,,
90229,9229,El Dorado County Transit Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
90229,9229,El Dorado County Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
90230,9230,California Vanpool Authority,Full Reporter: Operating,VP,DO,,,,,,,,,"764,739",,,,,,
90231,9231,City of Irvine,Small Systems Reporter,MB,PT,,,0,,,,,,,,,,,,
90232,9232,Solano County Transit,Full Reporter: Operating,CB,PT,0,,,,"185,209",,,,,,,,,,
90232,9232,Solano County Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"41,342",,,,,,
90232,9232,Solano County Transit,Full Reporter: Operating,MB,PT,0,,,,"95,178",,,,,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"12,805",,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter: Operating,MB,PT,0,,,,"121,093",,,,"28,699",,,,,,
90234,9234,Marin County Transit District,Full Reporter: Operating,DR,PT,,,,,,,,,"189,691",,,,,,
90234,9234,Marin County Transit District,Full Reporter: Operating,MB,PT,0,,,,"39,840",,,,"93,709",,,,,,
90235,9235,City of Lincoln,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
90235,9235,City of Lincoln,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
90236,9236,Stanislaus County Public Works - Transit,Small Systems Reporter,DR,PT,0,,0,,0,,,,0,,,,,,
90236,9236,Stanislaus County Public Works - Transit,Small Systems Reporter,MB,PT,0,,0,,0,,,,0,,,,,,
90238,9238,City of Delano,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
90238,9238,City of Delano,Small Systems Reporter,MB,DO,0,,0,,0,,,,0,,,,,,
90239,9239,City of Sierra Vista,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
90239,9239,City of Sierra Vista,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
90240,9240,City of Lake Havasu,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
90240,9240,City of Lake Havasu,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter: Operating,CB,PT,0,,,,"22,412",,,,,,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter: Operating,DR,PT,0,,,,"79,416",,,,"93,486",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter: Operating,MB,PT,0,,,,"76,201",,,,362,,,,,,
90242,9242,Las Vegas Monorail Company,Full Reporter: Operating,MG,PT,,,,,,,"7,962,513",,,,,,,,
90243,9243,Easy Lift Transportation,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
90244,9244,City of Tulare,Full Reporter: Operating,DR,PT,,,"7,627",,,,,,"6,478",,,,,,
90244,9244,City of Tulare,Full Reporter: Operating,MB,PT,,,"59,490",,,,,,,,,"64,696",,,
